Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay
1729951086.46,20.8,1.233,0.0,8.74,40.0,0.811,0.0,2.11,20.8,0.931,0.0,2.76,20.8,2.083,0.0,2.26
1729951086.56,20.8,1.227,0.0,4.2,40.0,0.772,0.0,2.29,19.2,1.037,0.0,5.66,19.2,2.113,0.0,5.82
1729951086.66,19.2,1.025,0.0,5.12,41.6,0.768,0.0,1.66,20.8,1.017,0.0,3.08,20.8,1.746,0.0,2.73
1729951086.76,19.2,0.972,0.0,5.35,41.6,0.627,0.0,2.17,19.2,0.889,0.0,4.27,19.2,1.6,0.0,2.81
1729951086.86,20.8,0.868,0.0,4.9,40.0,0.681,0.0,1.69,20.8,0.854,0.0,4.81,20.8,1.64,0.0,2.24
1729951086.96,19.2,1.033,0.0,9.59,40.0,0.708,0.0,2.46,19.2,0.891,0.0,4.44,19.2,1.709,0.0,2.42
1729951087.06,20.8,1.021,0.0,7.73,40.0,0.679,0.0,2.67,20.8,0.918,0.0,9.47,20.8,1.722,0.0,4.28
1729951087.16,19.2,1.015,0.0,8.87,40.0,0.913,0.0,1.6,19.2,0.963,0.0,5.92,19.2,1.72,0.0,2.35
1729951087.26,19.2,0.919,0.0,9.46,40.0,0.788,0.0,2.5,20.8,0.979,0.0,7.43,20.8,1.742,0.0,3.89
1729951087.36,20.7,1.016,0.0,13.5,40.0,0.884,0.0,2.2,19.2,1.17,0.0,6.56,17.6,1.869,0.0,4.33
1729951087.46,19.3,1.003,0.0,9.65,40.0,0.773,0.0,2.5,20.8,1.009,0.0,9.26,20.8,1.977,0.0,15.1
1729951087.56,20.8,0.958,0.0,10.6,40.0,0.873,0.0,3.09,19.2,0.994,0.0,7.62,20.8,1.783,0.0,5.84
1729951087.66,19.2,1.015,0.0,11.6,40.0,0.974,0.0,2.12,20.8,0.974,0.0,9.22,19.2,1.938,0.0,6.88
1729951087.76,20.8,1.003,0.0,10.9,40.0,0.83,0.0,2.51,19.2,1.04,0.0,11.1,20.8,2.077,0.0,13.0
1729951087.86,20.8,0.922,0.0,12.0,40.0,0.863,0.0,1.43,20.8,1.041,0.0,10.7,19.2,2.186,0.0,8.07
1729951087.96,19.2,1.011,0.0,10.7,40.0,0.721,0.0,2.8,19.2,0.984,0.0,7.25,20.8,2.046,0.0,11.0
1729951088.06,19.2,0.796,0.0,11.2,40.0,0.862,0.0,3.06,20.8,1.118,0.0,1.92,19.2,2.071,0.0,5.59
1729951088.16,20.8,0.915,0.0,8.35,40.0,1.016,0.0,3.07,19.2,1.167,0.0,1.88,20.8,2.183,0.0,6.18
1729951088.26,19.2,0.748,0.0,8.49,40.0,0.811,0.0,4.39,20.8,1.06,0.0,2.74,19.2,1.953,0.0,8.28
1729951088.36,20.8,0.764,0.0,10.3,40.0,0.834,0.0,2.9,19.2,0.988,0.0,1.97,20.8,1.852,0.0,5.24
1729951088.46,20.8,0.611,0.0,6.51,40.0,0.676,0.0,3.65,20.8,0.794,0.0,2.36,19.2,1.676,0.0,5.73
1729951088.56,19.2,0.683,0.0,5.48,40.0,0.734,0.0,1.65,19.2,0.944,0.0,2.28,20.8,1.708,0.0,4.04
1729951088.66,20.8,0.807,0.0,5.24,40.0,0.842,0.0,2.51,20.8,0.866,0.0,2.95,19.2,1.521,0.0,6.89
1729951088.76,19.2,0.649,0.0,7.64,40.0,0.739,0.0,3.08,19.2,0.935,0.0,2.42,19.2,1.604,0.0,12.0
1729951088.86,20.8,0.631,0.0,5.86,40.0,0.737,0.0,2.16,20.8,0.789,0.0,2.49,20.8,1.416,0.0,9.96
1729951088.96,19.2,0.557,0.0,5.52,40.0,0.909,0.0,3.2,19.2,0.781,0.0,3.43,19.2,1.298,0.0,9.3
1729951089.06,20.8,0.804,0.0,5.54,40.0,1.166,0.0,1.71,19.2,1.053,0.0,2.22,20.8,1.351,0.0,9.41
1729951089.16,19.2,0.98,0.0,4.56,40.0,1.244,0.0,3.65,20.8,1.343,0.0,3.89,20.8,1.552,0.0,12.607
1729951089.26,20.8,0.865,0.0,7.19,40.0,1.17,0.0,2.15,19.2,1.155,0.0,1.7,19.2,1.908,0.0,15.803
1729951089.36,19.2,0.72,0.0,4.16,40.0,0.834,0.0,2.56,20.8,0.986,0.0,3.18,20.8,1.607,0.0,19.0
1729951089.46,20.8,0.653,0.0,4.69,40.0,1.007,0.0,2.45,19.2,0.733,0.0,2.16,20.8,1.547,0.0,15.8
1729951089.56,19.2,0.73,0.0,5.645,40.0,1.243,0.0,1.66,20.8,0.925,0.0,2.58,19.2,1.45,0.0,2.9
1729951089.66,20.8,0.931,0.0,6.6,40.0,1.369,0.0,2.66,19.2,0.932,0.0,2.43,19.2,1.667,0.0,2.34
1729951089.76,19.2,0.999,0.0,4.88,40.0,1.227,0.0,2.17,20.8,0.921,0.0,5.07,20.8,1.838,0.0,1.98
1729951089.86,20.8,0.772,0.0,3.78,40.0,1.069,0.0,2.47,20.8,0.933,0.0,3.04,20.8,1.876,0.0,1.67
1729951089.96,19.2,0.644,0.0,3.66,40.0,1.073,0.0,2.84,19.2,0.735,0.0,1.0,19.2,1.43,0.0,2.85
1729951090.06,20.8,0.829,0.0,4.875,40.0,1.173,0.0,2.61,20.8,0.636,0.0,2.18,20.8,1.409,0.0,2.71
1729951090.16,19.2,1.016,0.0,6.09,40.0,1.339,0.0,2.88,19.2,0.959,0.0,1.37,17.6,1.634,0.0,2.62
1729951090.26,20.8,0.964,0.0,3.84,40.0,1.263,0.0,2.04,20.8,0.87,0.0,4.4,20.8,1.673,0.0,2.53
1729951090.36,20.8,0.767,0.0,3.62,38.4,1.13,0.0,2.0,19.2,0.911,0.0,1.65,20.8,1.656,0.0,1.64
1729951090.46,19.2,0.774,0.0,4.25,40.1,1.419,0.0,1.96,20.8,0.813,0.0,0.773,19.2,1.617,0.0,2.82
1729951090.56,19.2,1.048,0.0,4.767,39.9,1.279,0.0,4.35,19.2,0.883,0.0,1.49,20.8,1.482,0.0,3.82
1729951090.66,20.8,1.066,0.0,5.283,38.4,1.291,0.0,3.82,20.8,1.004,0.0,1.93,19.2,1.817,0.0,3.195
1729951090.76,20.8,0.946,0.0,5.8,40.0,0.742,0.0,5.89,19.2,0.918,0.0,2.92,20.6,1.708,0.0,2.57
1729951090.86,19.2,0.769,0.0,4.16,41.6,0.768,0.0,6.26,20.8,0.902,0.0,1.85,19.4,1.681,0.0,2.715
1729951090.96,20.8,0.696,0.0,3.66,40.0,0.898,0.0,6.63,19.2,0.766,0.0,1.52,20.8,1.507,0.0,2.86
1729951091.06,19.2,0.942,0.0,4.45,41.6,0.789,0.0,7.665,20.8,0.752,0.0,1.02,19.2,1.518,0.0,1.69
1729951091.16,20.8,1.061,0.0,4.95,40.0,0.887,0.0,8.7,19.2,0.965,0.0,1.62,20.8,1.793,0.0,6.35
1729951091.26,19.2,1.016,0.0,5.53,40.0,0.881,0.0,10.5,20.8,1.059,0.0,1.85,19.2,1.865,0.0,2.24
1729951091.36,20.8,0.914,0.0,4.64,40.0,0.878,0.0,13.8,19.2,1.099,0.0,1.18,20.8,2.001,0.0,2.35
1729951091.46,19.2,0.914,0.0,5.03,40.0,0.945,0.0,13.8,20.8,1.022,0.0,1.35,19.2,1.658,0.0,2.88
1729951091.56,19.2,1.208,0.0,5.49,40.0,1.004,0.0,14.3,19.2,0.961,0.0,2.51,20.8,1.834,0.0,1.8
1729951091.66,20.8,1.115,0.0,5.96,40.0,0.955,0.0,10.5,20.8,1.037,0.0,2.91,19.2,2.018,0.0,5.4
1729951091.76,19.2,1.032,0.0,4.35,40.0,0.926,0.0,6.515,19.2,1.082,0.0,1.58,20.7,2.001,0.0,1.87
1729951091.86,20.8,0.824,0.0,5.0,40.1,0.826,0.0,2.53,20.8,0.94,0.0,2.66,19.3,1.752,0.0,3.1
1729951091.96,19.2,0.75,0.0,5.02,39.9,0.966,0.0,3.01,19.2,0.778,0.0,2.7,20.8,1.548,0.0,3.12
1729951092.06,20.8,1.043,0.0,5.22,40.1,0.906,0.0,2.09,20.8,0.849,0.0,3.4,19.2,1.726,0.0,2.93
1729951092.16,19.2,0.973,0.0,4.79,39.9,0.918,0.0,2.39,19.2,0.92,0.0,3.28,20.8,1.782,0.0,5.2
1729951092.26,20.8,1.058,0.0,5.55,40.0,1.058,0.0,1.87,20.8,1.002,0.0,2.77,19.2,2.047,0.0,2.09
1729951092.36,19.2,0.762,0.0,3.74,40.0,0.958,0.0,3.4,19.2,0.98,0.0,4.14,20.8,1.898,0.0,2.06
1729951092.46,20.8,0.664,0.0,4.97,40.0,1.097,0.0,2.49,19.2,0.987,0.0,3.24,20.8,1.611,0.0,1.94
1729951092.56,19.2,0.538,0.0,6.29,40.0,0.988,0.0,2.3,20.8,0.79,0.0,3.04,19.2,1.702,0.0,2.54
1729951092.66,20.8,1.038,0.0,4.15,40.0,1.126,0.0,2.76,19.2,1.269,0.0,3.31,19.2,1.99,0.0,4.6
1729951092.76,20.8,0.903,0.0,7.6,40.0,1.179,0.0,1.64,20.8,1.254,0.0,5.97,20.8,1.989,0.0,2.45
1729951092.86,19.2,0.762,0.0,4.84,40.0,0.97,0.0,2.07,19.2,1.053,0.0,3.54,19.2,1.654,0.0,3.75
1729951092.96,20.8,0.764,0.0,5.45,38.4,1.191,0.0,1.65,20.8,0.958,0.0,3.57,20.8,1.336,0.0,2.64
1729951093.06,19.2,0.664,0.0,8.95,41.6,1.024,0.0,2.5,19.2,0.751,0.0,4.41,19.2,1.488,0.0,2.79
1729951093.16,20.8,0.779,0.0,6.3,40.0,1.185,0.0,2.9,20.8,1.068,0.0,5.1,19.2,1.203,0.0,9.37
1729951093.26,19.2,0.838,0.0,7.49,40.0,1.171,0.0,2.15,19.2,1.022,0.0,5.85,20.8,1.194,0.0,3.3
1729951093.36,20.8,0.759,0.0,9.03,38.3,1.136,0.0,2.2,20.8,0.863,0.0,7.29,20.8,1.184,0.0,5.58
1729951093.46,19.2,0.979,0.0,8.89,38.4,1.199,0.0,1.48,19.2,0.782,0.0,7.42,20.8,1.097,0.0,6.57
1729951093.56,20.8,0.814,0.0,12.0,41.6,1.199,0.0,2.68,20.8,0.967,0.0,6.94,19.2,1.512,0.0,6.82
1729951093.66,19.2,0.898,0.0,10.1,40.0,1.211,0.0,2.38,19.2,1.054,0.0,8.42,20.8,1.525,0.0,14.6
1729951093.76,20.8,0.829,0.0,10.6,40.0,1.276,0.0,2.46,20.8,1.157,0.0,11.0,19.2,1.876,0.0,8.24
1729951093.86,19.2,0.839,0.0,11.7,40.0,1.178,0.0,4.94,19.2,0.811,0.0,11.6,20.8,1.609,0.0,11.7
1729951093.96,20.8,0.943,0.0,11.3,38.4,1.211,0.0,2.32,20.8,0.877,0.0,2.27,19.2,1.586,0.0,10.7
1729951094.06,19.2,0.762,0.0,12.4,41.5,1.109,0.0,2.52,20.8,0.837,0.0,4.65,20.8,1.702,0.0,8.63
1729951094.16,19.2,1.056,0.0,10.1,40.1,1.204,0.0,1.51,19.2,0.771,0.0,1.58,19.2,1.591,0.0,14.5
1729951094.26,20.8,0.997,0.0,8.15,39.9,1.281,0.0,3.39,20.8,0.981,0.0,2.57,20.8,1.918,0.0,7.79
1729951094.36,20.8,0.834,0.0,4.64,40.0,1.109,0.0,8.09,19.2,0.879,0.0,1.67,19.2,1.621,0.0,7.69
1729951094.46,19.2,0.687,0.0,4.87,40.1,1.023,0.0,3.07,20.8,0.876,0.0,2.63,20.8,1.459,0.0,6.95
1729951094.56,20.8,0.672,0.0,6.31,40.0,1.208,0.0,4.38,19.2,0.638,0.0,5.0,19.2,1.451,0.0,6.78
1729951094.66,19.2,0.826,0.0,4.75,40.0,1.001,0.0,2.43,20.8,0.684,0.0,2.25,20.8,1.254,0.0,6.29
1729951094.76,20.8,0.837,0.0,4.43,38.4,1.071,0.0,3.74,19.2,0.741,0.0,3.11,19.2,1.461,0.0,8.69
1729951094.86,19.2,0.841,0.0,4.25,40.0,0.988,0.0,5.48,20.8,0.775,0.0,1.8,20.8,1.342,0.0,8.38
1729951094.96,20.8,0.819,0.0,4.92,40.0,0.898,0.0,2.53,19.2,0.72,0.0,3.11,19.2,1.378,0.0,9.46
1729951095.06,19.2,0.71,0.0,9.45,39.9,0.642,0.0,3.19,20.8,0.738,0.0,3.99,20.8,1.364,0.0,9.41
1729951095.16,20.8,1.165,0.0,4.55,41.6,0.744,0.0,2.23,19.2,0.769,0.0,2.17,19.2,1.576,0.0,11.3
1729951095.26,19.2,1.107,0.0,3.82,40.0,0.791,0.0,3.31,20.8,0.907,0.0,1.99,20.8,1.749,0.0,10.5
1729951095.36,20.8,1.006,0.0,3.44,41.6,0.83,0.0,4.07,19.2,0.907,0.0,1.48,19.2,1.7,0.0,13.0
1729951095.46,19.2,0.995,0.0,4.63,40.0,0.899,0.0,3.35,20.8,0.818,0.0,2.66,20.8,1.604,0.0,15.4
1729951095.56,20.8,0.809,0.0,5.91,40.1,0.797,0.0,2.36,19.2,0.787,0.0,1.13,19.2,1.612,0.0,14.7
1729951095.66,19.2,1.044,0.0,4.02,40.0,0.769,0.0,2.63,20.8,0.7,0.0,2.38,20.8,1.486,0.0,10.6
1729951095.76,20.8,1.052,0.0,2.5,40.0,0.83,0.0,2.77,19.2,0.833,0.0,0.772,19.2,1.572,0.0,2.57
1729951095.86,19.2,1.199,0.0,3.66,40.0,0.919,0.0,1.54,20.8,0.967,0.0,1.67,20.8,1.59,0.0,1.82
1729951095.96,20.8,0.937,0.0,4.64,38.4,0.972,0.0,2.82,19.2,0.931,0.0,3.4,19.2,1.607,0.0,2.75
1729951096.06,19.2,0.822,0.0,6.92,41.6,0.774,0.0,2.87,20.8,0.792,0.0,1.99,20.8,1.54,0.0,3.03
1729951096.16,19.2,1.035,0.0,3.2,40.0,0.877,0.0,2.13,19.2,0.819,0.0,2.72,19.2,1.456,0.0,3.19
1729951096.26,20.8,1.181,0.0,3.25,40.0,0.93,0.0,7.67,20.8,0.949,0.0,2.21,20.8,1.559,0.0,4.36
1729951096.36,19.2,1.071,0.0,3.82,40.0,0.888,0.0,1.35,19.2,1.129,0.0,1.77,19.2,2.042,0.0,3.03
1729951096.46,20.8,0.945,0.0,3.31,38.4,1.005,0.0,4.67,20.8,1.031,0.0,2.25,20.8,1.92,0.0,5.45
1729951096.56,19.2,0.759,0.0,6.27,40.0,0.992,0.0,4.52,19.2,0.992,0.0,4.05,19.2,1.802,0.0,3.94
1729951096.66,19.2,0.772,0.0,4.47,40.0,0.999,0.0,8.97,20.8,0.989,0.0,3.05,19.2,1.847,0.0,5.17
1729951096.76,20.8,0.904,0.0,4.29,40.0,1.033,0.0,9.78,19.2,1.146,0.0,2.35,20.8,2.127,0.0,3.09
1729951096.86,20.8,0.858,0.0,4.73,40.0,0.914,0.0,5.77,20.8,1.13,0.0,2.505,20.8,2.121,0.0,4.23
1729951096.96,20.8,0.881,0.0,4.5,38.4,1.222,0.0,7.19,19.2,1.02,0.0,2.66,17.6,1.91,0.0,3.9
1729951097.06,19.2,0.803,0.0,7.85,41.6,1.038,0.0,12.3,20.8,0.952,0.0,5.77,20.8,1.857,0.0,3.45
1729951097.16,20.8,0.677,0.0,5.66,40.1,1.134,0.0,8.87,19.2,1.224,0.0,3.09,20.8,1.841,0.0,5.63
1729951097.26,19.2,0.966,0.0,3.78,39.9,1.256,0.0,10.4,19.2,1.261,0.0,1.57,19.2,1.914,0.0,2.42
1729951097.36,20.8,0.933,0.0,4.45,40.1,1.163,0.0,12.5,20.8,1.369,0.0,2.25,19.2,1.792,0.0,4.05
1729951097.46,19.2,0.894,0.0,5.45,39.9,1.332,0.0,14.9,20.8,1.16,0.0,2.93,20.8,1.754,0.0,3.57
1729951097.56,19.2,0.836,0.0,6.75,38.4,1.08,0.0,13.3,19.2,1.008,0.0,3.52,20.8,1.63,0.0,3.8
1729951097.66,20.8,0.744,0.0,6.65,41.4,1.241,0.0,8.06,20.8,0.974,0.0,3.71,19.2,1.835,0.0,3.63
1729951097.76,20.8,0.847,0.0,3.79,40.2,1.079,0.0,2.84,19.2,1.118,0.0,2.45,20.8,1.552,0.0,2.56
1729951097.86,19.2,0.857,0.0,4.13,40.0,1.152,0.0,2.41,20.8,1.078,0.0,3.1,20.8,1.55,0.0,3.79
1729951097.96,19.2,0.886,0.0,4.68,40.0,1.193,0.0,2.28,19.2,0.86,0.0,3.75,19.2,1.417,0.0,2.48
1729951098.06,20.8,0.884,0.0,5.69,40.0,1.219,0.0,1.98,19.2,0.796,0.0,3.03,20.8,1.657,0.0,2.22
1729951098.16,20.8,0.699,0.0,6.16,40.0,1.143,0.0,2.81,20.8,0.704,0.0,4.0,19.2,1.527,0.0,2.5
1729951098.26,19.2,0.897,0.0,3.28,40.0,1.378,0.0,1.66,19.2,0.699,0.0,3.0,20.8,1.325,0.0,1.53
1729951098.36,20.8,0.919,0.0,5.5,40.0,1.22,0.0,2.54,20.8,0.724,0.0,2.24,19.2,1.471,0.0,2.34
1729951098.46,19.2,0.933,0.0,4.08,40.0,1.354,0.0,2.83,20.8,0.777,0.0,3.17,20.8,1.619,0.0,1.83
1729951098.56,20.8,0.707,0.0,6.11,40.0,1.036,0.0,1.5,19.2,0.711,0.0,1.84,19.2,1.317,0.0,2.61
1729951098.66,19.2,0.678,0.0,4.22,40.0,1.082,0.0,2.34,20.8,0.571,0.0,5.06,20.8,1.247,0.0,2.41
1729951098.76,20.8,0.891,0.0,4.59,40.0,1.235,0.0,1.69,19.2,0.484,0.0,1.19,19.2,1.193,0.0,1.44
1729951098.86,19.2,0.993,0.0,5.12,40.0,1.25,0.0,2.47,20.8,0.807,0.0,3.59,20.8,1.559,0.0,2.35
1729951098.96,19.2,1.048,0.0,6.59,38.4,1.05,0.0,3.01,19.2,0.79,0.0,3.82,19.2,1.445,0.0,1.75
1729951099.06,20.8,0.936,0.0,9.12,41.6,1.014,0.0,2.17,20.8,0.943,0.0,4.75,20.8,1.609,0.0,2.96
1729951099.16,20.8,0.741,0.0,7.43,38.4,0.989,0.0,2.53,19.2,0.786,0.0,7.77,19.2,1.436,0.0,7.99
1729951099.26,19.2,0.938,0.0,7.04,40.0,0.726,0.0,1.61,20.8,0.639,0.0,6.17,20.8,1.258,0.0,5.93
1729951099.36,19.2,0.951,0.0,8.16,40.0,0.807,0.0,2.35,19.2,0.874,0.0,6.02,19.2,1.546,0.0,4.9
1729951099.46,20.8,0.897,0.0,10.3,41.6,0.565,0.0,2.79,20.8,0.817,0.0,6.73,20.8,1.539,0.0,7.26
1729951099.56,19.2,0.863,0.0,10.0,41.6,0.677,0.0,2.1,19.2,0.853,0.0,9.08,19.2,1.537,0.0,9.88
1729951099.66,20.8,0.835,0.0,10.5,40.0,0.537,0.0,2.28,20.8,0.813,0.0,9.08,20.8,1.571,0.0,10.1
1729951099.76,19.2,0.917,0.0,9.26,40.0,0.751,0.0,1.53,19.2,0.77,0.0,10.1,19.2,1.57,0.0,10.0
1729951099.86,20.8,1.054,0.0,9.64,40.0,0.755,0.0,2.37,20.8,0.818,0.0,1.93,20.8,1.741,0.0,9.09
1729951099.96,19.2,1.136,0.0,11.5,40.0,0.784,0.0,1.75,19.2,0.954,0.0,1.22,19.2,1.755,0.0,8.76
1729951100.06,20.8,0.882,0.0,10.6,40.0,0.655,0.0,2.85,20.8,0.955,0.0,2.03,20.8,1.971,0.0,12.5
1729951100.16,19.2,0.804,0.0,10.1,39.9,0.585,0.0,3.91,19.2,0.766,0.0,1.14,19.2,1.718,0.0,9.47
1729951100.26,20.8,0.987,0.0,7.98,40.0,0.721,0.0,2.28,20.8,0.75,0.0,2.38,20.8,1.558,0.0,6.82
1729951100.36,19.2,0.909,0.0,4.25,40.0,0.852,0.0,3.88,19.2,0.93,0.0,1.8,19.2,1.766,0.0,6.81
1729951100.46,20.8,0.852,0.0,5.42,40.0,0.652,0.0,1.7,20.8,0.865,0.0,1.76,19.2,1.52,0.0,6.75
1729951100.56,19.2,0.696,0.0,3.87,40.0,0.625,0.0,2.59,19.2,0.789,0.0,1.71,20.8,1.559,0.0,10.9
1729951100.66,20.8,0.762,0.0,4.99,40.0,0.615,0.0,3.05,20.8,0.679,0.0,1.01,20.8,1.427,0.0,8.98
1729951100.76,19.2,0.841,0.0,4.21,40.0,0.995,0.0,2.23,19.2,0.762,0.0,1.61,19.2,1.234,0.0,7.29
1729951100.86,19.2,0.816,0.0,4.48,40.0,1.001,0.0,3.28,20.8,0.965,0.0,1.68,19.2,1.575,0.0,9.94
1729951100.96,20.8,0.885,0.0,5.73,40.0,0.887,0.0,1.64,19.2,1.017,0.0,1.98,19.2,1.714,0.0,10.7
1729951101.06,20.8,0.813,0.0,4.23,39.9,0.777,0.0,3.7,20.8,0.902,0.0,2.72,20.8,1.733,0.0,16.4
1729951101.16,20.8,0.702,0.0,4.87,40.0,0.643,0.0,2.66,19.2,0.829,0.0,1.61,20.8,1.593,0.0,11.5
1729951101.26,19.2,0.829,0.0,4.03,40.0,1.033,0.0,2.48,20.8,0.775,0.0,2.53,19.2,1.477,0.0,11.3
1729951101.36,20.8,0.96,0.0,4.44,40.0,1.014,0.0,6.21,19.2,1.143,0.0,1.55,19.2,2.191,0.0,14.9
1729951101.46,19.2,0.875,0.0,4.79,40.0,0.976,0.0,1.54,20.8,1.222,0.0,2.18,20.8,2.219,0.0,15.2
1729951101.56,20.8,0.806,0.0,3.15,40.0,0.882,0.0,2.34,19.2,1.031,0.0,2.3,19.2,1.649,0.0,9.2
1729951101.66,19.2,0.619,0.0,3.77,40.1,0.837,0.0,2.26,20.8,0.88,0.0,1.35,20.8,1.496,0.0,3.71
1729951101.76,20.8,0.675,0.0,2.74,39.9,1.106,0.0,2.51,19.2,0.761,0.0,1.59,19.2,1.258,0.0,2.67
1729951101.86,19.2,0.806,0.0,3.52,40.1,0.999,0.0,5.94,20.8,1.126,0.0,1.21,20.8,1.49,0.0,2.87
1729951101.96,20.8,0.798,0.0,3.27,40.0,0.906,0.0,2.02,19.2,1.083,0.0,2.51,20.8,1.615,0.0,3.75
1729951102.06,19.2,0.734,0.0,2.99,40.0,0.891,0.0,2.29,20.8,0.912,0.0,2.11,20.8,1.381,0.0,5.74
1729951102.16,20.8,0.714,0.0,3.42,40.0,0.843,0.0,1.65,19.2,0.812,0.0,1.82,19.2,1.328,0.0,3.75
1729951102.26,19.2,0.71,0.0,2.82,40.0,1.189,0.0,2.69,19.2,0.79,0.0,1.64,19.2,1.366,0.0,4.2
1729951102.36,19.2,0.927,0.0,4.0,39.9,1.039,0.0,4.26,20.8,1.094,0.0,1.47,20.8,1.634,0.0,8.58
1729951102.46,20.8,0.926,0.0,4.02,40.0,1.159,0.0,2.98,19.2,0.85,0.0,2.03,19.2,1.683,0.0,5.01
1729951102.56,19.2,0.925,0.0,3.91,40.1,1.15,0.0,4.44,20.8,0.914,0.0,1.62,20.8,1.803,0.0,5.21
1729951102.66,20.8,0.884,0.0,4.77,40.0,1.019,0.0,3.01,20.8,1.018,0.0,1.99,19.2,1.803,0.0,4.92
1729951102.76,19.2,0.913,0.0,4.07,38.3,1.323,0.0,4.23,19.2,0.808,0.0,2.18,20.8,1.688,0.0,8.48
1729951102.86,20.8,0.971,0.0,4.93,41.6,1.208,0.0,9.57,20.8,0.831,0.0,1.62,19.2,1.59,0.0,4.38
1729951102.96,19.2,0.968,0.0,3.77,40.1,1.228,0.0,6.68,19.2,0.861,0.0,1.83,20.8,1.682,0.0,5.41
1729951103.06,20.8,0.963,0.0,3.89,40.0,1.313,0.0,9.54,20.8,0.89,0.0,1.17,19.2,1.723,0.0,3.63
1729951103.16,19.2,0.863,0.0,4.99,38.3,1.13,0.0,10.5,19.2,0.988,0.0,2.39,20.8,1.986,0.0,5.03
1729951103.26,20.8,0.83,0.0,4.74,38.5,1.414,0.0,10.0,20.8,0.734,0.0,2.5,19.2,1.753,0.0,6.69
1729951103.36,19.2,1.021,0.0,4.88,40.0,1.135,0.0,11.6,19.2,0.797,0.0,1.7,20.8,1.902,0.0,4.36
1729951103.46,20.8,1.073,0.0,3.61,40.0,1.097,0.0,13.2,20.8,0.866,0.0,2.17,20.8,1.955,0.0,4.52
1729951103.56,20.2,1.012,0.0,4.56,40.1,0.778,0.0,15.4,19.2,0.972,0.0,1.2,19.2,2.003,0.0,3.22
1729951103.66,19.8,0.793,0.0,4.5,40.0,0.773,0.0,2.09,20.8,0.939,0.0,2.49,19.2,1.717,0.0,4.34
1729951103.76,19.2,0.84,0.0,3.62,41.5,1.039,0.0,2.58,19.2,0.746,0.0,2.22,20.8,1.591,0.0,5.7
1729951103.86,20.8,1.016,0.0,4.3,41.6,0.721,0.0,2.26,20.8,0.782,0.0,2.63,20.8,1.836,0.0,3.54
1729951103.96,19.2,1.001,0.0,3.41,40.0,0.636,0.0,3.72,19.2,0.846,0.0,2.88,19.2,1.781,0.0,3.83
1729951104.06,20.8,0.981,0.0,4.19,40.0,0.729,0.0,2.86,20.8,0.827,0.0,2.23,19.2,1.699,0.0,2.23
1729951104.16,19.2,0.87,0.0,3.1,40.0,0.661,0.0,2.15,19.2,0.955,0.0,3.08,20.8,1.626,0.0,2.285
1729951104.26,20.8,0.668,0.0,3.59,40.0,0.731,0.0,2.73,20.8,0.804,0.0,1.36,20.8,1.589,0.0,2.34
1729951104.36,19.2,0.944,0.0,3.98,40.0,0.718,0.0,4.29,19.2,0.735,0.0,2.69,19.2,1.577,0.0,3.82
1729951104.46,19.2,0.985,0.0,3.99,40.0,0.75,0.0,2.85,20.8,0.873,0.0,2.78,20.8,1.774,0.0,3.55
1729951104.56,20.8,1.105,0.0,4.575,40.0,1.177,0.0,2.83,19.2,1.051,0.0,1.88,17.6,1.54,0.0,2.69
1729951104.66,20.8,0.86,0.0,5.16,40.1,0.975,0.0,2.14,20.8,1.162,0.0,9.7,20.8,1.754,0.0,8.895
1729951104.76,19.2,0.842,0.0,5.68,38.3,0.944,0.0,2.28,19.2,0.886,0.0,3.52,20.8,1.434,0.0,15.1
1729951104.86,20.8,1.081,0.0,6.04,41.6,0.887,0.0,3.3,20.8,0.977,0.0,3.94,19.2,1.563,0.0,4.87
1729951104.96,19.2,0.989,0.0,7.04,40.0,0.845,0.0,2.29,19.2,1.181,0.0,4.57,19.2,1.866,0.0,3.52
1729951105.06,20.8,1.019,0.0,7.61,40.0,1.175,0.0,1.67,19.2,1.29,0.0,5.36,20.8,1.793,0.0,5.09
1729951105.16,19.2,0.886,0.0,8.18,38.4,1.037,0.0,2.46,20.8,1.263,0.0,6.69,19.2,1.61,0.0,7.595
1729951105.26,20.8,0.677,0.0,8.75,41.6,1.177,0.0,3.07,20.8,0.941,0.0,5.84,20.8,1.769,0.0,10.1
1729951105.36,19.2,0.608,0.0,7.33,40.1,0.959,0.0,2.985,19.2,0.918,0.0,6.23,19.2,1.618,0.0,9.05
1729951105.46,20.8,0.704,0.0,8.15,40.0,0.96,0.0,2.9,20.8,1.067,0.0,6.63,20.8,1.614,0.0,5.85
1729951105.56,20.8,0.919,0.0,9.92,38.4,1.234,0.0,1.58,19.2,1.153,0.0,8.05,19.2,1.688,0.0,4.97
1729951105.66,19.2,1.01,0.0,10.6,40.0,1.4,0.0,2.72,19.2,1.134,0.0,9.54,19.2,1.575,0.0,8.88
1729951105.76,20.8,0.835,0.0,15.1,41.6,1.015,0.0,3.16,20.8,1.179,0.0,12.7,20.8,1.686,0.0,15.9
1729951105.86,19.2,0.743,0.0,8.91,40.1,0.884,0.0,3.565,20.8,1.04,0.0,6.75,20.8,1.817,0.0,14.3
