Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay
1729951566.57,8.0,1.056,0.0,2.64,40.0,0.444,0.0,2.06,20.8,0.601,0.0,1.73,20.8,1.323,0.0,2.91,19.2,1.334,0.0,2.67,40.0,0.798,0.0,3.44,8.0,1.775,0.0,6.63,19.2,0.813,0.0,1.975,19.2,0.742,0.0,3.07,40.0,0.949,0.0,2.27,19.2,0.808,0.0,1.87,7.99,1.493,0.0,2.16,19.2,0.642,0.0,1.7,19.2,1.243,0.0,4.92,19.2,0.681,0.0,2.17,40.1,0.691,0.0,2.24,19.2,1.231,0.0,4.18,20.8,0.459,0.0,3.26,9.6,1.386,0.0,3.285,20.8,0.793,0.0,1.62
1729951566.67,8.0,1.047,0.0,1.99,40.0,0.485,0.0,2.52,19.2,0.682,0.0,1.77,19.2,1.49,0.0,1.88,19.2,1.557,0.0,2.28,40.0,0.844,0.0,5.44,8.0,1.726,0.0,3.86,20.8,0.84,0.0,1.93,20.8,0.708,0.0,3.13,40.0,0.726,0.0,4.13,20.8,0.841,0.0,3.21,8.0,1.201,0.0,2.7,20.8,0.852,0.0,3.95,20.8,0.902,0.0,6.43,20.8,0.518,0.0,0.71,39.9,0.8,0.0,2.05,20.8,1.293,0.0,5.02,19.2,0.661,0.0,1.37,8.0,1.467,0.0,2.86,19.2,0.864,0.0,3.67
1729951566.77,8.01,1.158,0.0,2.0,40.0,0.552,0.0,2.52,20.8,0.757,0.0,1.61,20.8,1.602,0.0,3.06,20.8,1.699,0.0,2.11,40.0,0.91,0.0,2.85,8.0,1.974,0.0,5.63,19.2,0.884,0.0,3.3,19.2,0.751,0.0,2.69,40.1,0.695,0.0,3.61,19.2,0.922,0.0,2.62,8.0,1.129,0.0,2.37,19.2,0.987,0.0,2.13,19.2,0.907,0.0,6.04,19.2,0.711,0.0,2.59,40.0,0.917,0.0,3.26,19.2,1.503,0.0,7.59,20.8,0.631,0.0,2.09,8.01,1.954,0.0,3.21,20.8,0.955,0.0,2.44
1729951566.87,8.0,1.211,0.0,0.903,40.0,0.668,0.0,3.42,19.2,0.625,0.0,2.41,19.2,1.72,0.0,2.985,20.8,1.807,0.0,5.75,40.0,1.143,0.0,2.96,8.0,1.994,0.0,4.94,20.8,0.902,0.0,2.52,20.8,0.826,0.0,3.3,39.9,0.727,0.0,3.79,20.8,0.97,0.0,2.73,6.4,1.1,0.0,0.914,20.8,0.933,0.0,3.67,20.8,1.127,0.0,6.82,20.8,0.758,0.0,1.65,40.0,0.948,0.0,8.33,20.8,1.581,0.0,13.4,19.2,0.7,0.0,1.06,8.0,2.146,0.0,2.92,19.2,1.04,0.0,4.08
1729951566.97,8.0,1.219,0.0,1.59,40.0,0.665,0.0,2.47,20.8,0.673,0.0,1.08,20.8,1.573,0.0,2.91,19.2,1.705,0.0,2.07,40.0,1.133,0.0,4.14,8.0,2.126,0.0,3.52,19.2,0.996,0.0,1.72,19.2,0.895,0.0,2.44,40.0,0.894,0.0,3.72,19.2,0.883,0.0,3.43,8.0,1.065,0.0,2.26,19.2,0.835,0.0,3.16,20.8,1.142,0.0,6.0,19.2,0.956,0.0,1.51,40.0,1.115,0.0,5.0,19.2,1.586,0.0,10.5,20.8,0.689,0.0,1.97,8.0,2.499,0.0,1.9,20.8,1.156,0.0,3.57
1729951567.07,8.0,1.425,0.0,1.02,40.0,0.549,0.0,2.94,20.8,0.679,0.0,1.58,19.2,1.57,0.0,3.6,19.2,1.39,0.0,6.2,40.0,0.934,0.0,2.2,8.0,2.259,0.0,5.28,20.8,1.012,0.0,2.325,20.8,0.887,0.0,3.09,38.4,0.663,0.0,2.84,20.8,0.924,0.0,1.58,8.0,1.025,0.0,1.88,20.8,0.79,0.0,2.53,20.8,1.275,0.0,5.19,20.8,0.813,0.0,2.92,40.0,0.83,0.0,6.13,20.8,1.455,0.0,10.6,19.2,0.666,0.0,1.49,8.0,2.246,0.0,2.09,19.2,1.198,0.0,2.42
1729951567.17,8.0,1.253,0.0,1.21,40.0,0.592,0.0,2.78,19.2,0.66,0.0,1.28,20.8,1.826,0.0,1.98,19.2,1.39,0.0,3.01,40.0,1.004,0.0,4.0,8.01,2.033,0.0,2.53,19.2,1.129,0.0,2.93,19.2,0.929,0.0,2.88,41.6,0.596,0.0,3.68,19.2,1.025,0.0,3.56,8.0,1.086,0.0,1.93,19.2,1.058,0.0,3.77,19.2,1.157,0.0,6.26,19.2,0.695,0.0,1.31,40.0,0.966,0.0,7.25,19.2,1.696,0.0,10.8,20.8,0.805,0.0,2.07,7.99,2.046,0.0,2.28,20.8,1.196,0.0,4.0
1729951567.27,8.0,1.097,0.0,0.87,40.0,0.763,0.0,2.71,19.2,0.708,0.0,0.779,19.2,1.693,0.0,3.2,20.8,1.72,0.0,6.1,40.0,1.004,0.0,3.14,7.99,1.846,0.0,4.36,20.8,1.051,0.0,1.72,20.8,0.868,0.0,2.69,40.0,0.502,0.0,3.03,20.8,0.898,0.0,2.81,8.0,1.272,0.0,2.52,20.8,1.025,0.0,1.98,19.2,1.091,0.0,6.44,20.8,0.69,0.0,1.72,40.0,1.094,0.0,8.31,19.2,1.483,0.0,12.9,19.2,0.785,0.0,1.36,8.0,1.891,0.0,1.58,19.2,1.155,0.0,2.33
1729951567.37,8.0,1.289,0.0,2.67,40.0,0.758,0.0,2.77,20.8,0.771,0.0,2.45,20.8,1.716,0.0,3.205,19.2,1.519,0.0,10.3,40.0,1.148,0.0,2.76,8.0,2.156,0.0,4.41,19.2,0.969,0.0,3.28,20.8,0.826,0.0,5.11,41.6,0.591,0.0,3.31,19.2,0.914,0.0,3.09,8.0,1.305,0.0,0.768,19.2,0.969,0.0,3.96,20.8,1.313,0.0,5.83,19.2,0.92,0.0,2.0,40.0,1.139,0.0,10.0,20.8,1.698,0.0,14.3,20.8,0.816,0.0,1.28,6.4,2.058,0.0,2.85,20.8,1.044,0.0,3.13
1729951567.47,9.6,1.428,0.0,2.5,40.0,0.868,0.0,4.12,20.8,0.838,0.0,3.97,19.2,1.607,0.0,3.21,20.8,1.449,0.0,7.29,40.0,1.12,0.0,2.87,8.0,2.419,0.0,4.11,20.8,1.237,0.0,4.27,19.2,0.846,0.0,3.53,40.0,0.548,0.0,5.05,20.8,0.948,0.0,5.17,8.0,1.202,0.0,1.8,20.8,0.899,0.0,4.7,20.8,1.675,0.0,7.38,20.8,0.912,0.0,1.51,40.0,1.12,0.0,9.71,19.2,1.612,0.0,7.04,19.2,0.749,0.0,2.14,9.59,1.967,0.0,2.0,19.2,1.291,0.0,4.02
1729951567.57,8.0,1.548,0.0,2.395,40.0,0.707,0.0,4.07,19.2,0.822,0.0,2.51,19.2,1.753,0.0,2.31,20.8,1.331,0.0,11.8,40.0,1.093,0.0,2.13,7.99,2.588,0.0,5.07,19.2,1.283,0.0,3.42,20.8,0.995,0.0,4.95,40.0,0.687,0.0,3.32,19.2,1.116,0.0,3.42,8.0,1.292,0.0,1.27,19.2,0.838,0.0,3.72,19.2,1.48,0.0,6.61,19.2,0.915,0.0,2.73,40.0,0.985,0.0,12.3,20.8,1.673,0.0,3.16,20.8,0.675,0.0,1.23,8.0,1.96,0.0,2.08,20.8,1.338,0.0,4.05
1729951567.67,8.0,1.54,0.0,2.29,40.0,0.77,0.0,4.16,19.2,0.696,0.0,4.05,20.8,1.736,0.0,2.57,19.2,1.439,0.0,9.31,40.0,1.146,0.0,3.21,8.01,2.744,0.0,2.2,20.8,1.183,0.0,4.54,19.2,1.016,0.0,3.77,40.0,0.545,0.0,4.59,20.8,1.139,0.0,4.67,8.0,1.241,0.0,1.34,19.2,0.801,0.0,5.04,19.2,1.291,0.0,7.09,20.8,0.749,0.0,1.38,40.0,1.187,0.0,12.0,19.2,1.766,0.0,1.74,19.2,0.832,0.0,2.07,8.02,2.239,0.0,2.16,19.2,1.213,0.0,4.46
1729951567.77,6.4,1.627,0.0,3.68,38.4,0.923,0.0,3.33,20.8,0.805,0.0,2.44,19.2,1.403,0.0,2.36,20.8,1.464,0.0,10.9,40.0,1.264,0.0,1.94,7.99,2.924,0.0,4.4,19.2,1.189,0.0,2.18,20.8,1.027,0.0,4.33,38.4,0.802,0.0,4.28,19.2,1.215,0.0,4.14,8.0,1.232,0.0,2.01,20.8,0.851,0.0,3.05,20.8,1.291,0.0,7.69,20.8,0.8,0.0,2.2,40.0,1.229,0.0,15.0,19.2,1.834,0.0,3.15,20.8,0.983,0.0,1.21,8.0,2.622,0.0,2.84,20.8,1.235,0.0,3.18
1729951567.87,8.0,1.838,0.0,2.85,41.6,0.804,0.0,3.58,20.8,0.941,0.0,4.03,20.8,1.46,0.0,2.15,20.8,1.445,0.0,15.8,40.0,1.127,0.0,2.98,8.0,3.141,0.0,2.5,19.2,1.072,0.0,4.4,19.2,1.091,0.0,4.72,41.6,0.64,0.0,3.77,20.8,1.073,0.0,4.15,8.0,1.496,0.0,1.02,20.8,0.941,0.0,4.12,19.2,1.522,0.0,5.78,19.2,0.992,0.0,1.1,40.0,1.257,0.0,7.23,20.8,1.733,0.0,2.03,19.2,0.898,0.0,1.67,6.39,2.108,0.0,2.14,19.2,1.077,0.0,3.91
1729951567.97,9.6,1.998,0.0,3.79,38.4,0.896,0.0,3.0,19.2,0.788,0.0,2.66,20.8,1.291,0.0,3.11,19.2,1.656,0.0,11.2,40.0,1.329,0.0,1.96,8.0,3.046,0.0,5.39,20.8,1.256,0.0,4.05,19.2,1.062,0.0,3.17,38.4,0.594,0.0,3.55,19.2,1.101,0.0,3.98,8.0,1.552,0.0,1.58,19.2,0.808,0.0,2.73,20.8,1.609,0.0,5.44,19.2,1.211,0.0,1.67,40.0,1.412,0.0,3.07,19.2,1.327,0.0,2.71,20.8,0.993,0.0,1.08,9.61,2.116,0.0,1.73,20.8,1.51,0.0,3.26
1729951568.07,6.4,1.723,0.0,4.265,41.6,0.835,0.0,3.78,19.2,0.964,0.0,3.46,19.2,1.481,0.0,2.52,20.8,1.347,0.0,15.8,40.0,1.308,0.0,2.45,9.6,2.344,0.0,4.7,19.2,1.348,0.0,3.5,20.8,1.137,0.0,3.2,41.6,0.831,0.0,2.46,20.8,1.231,0.0,3.61,8.0,1.875,0.0,0.931,20.8,0.921,0.0,3.53,19.2,1.8,0.0,4.76,20.8,1.007,0.0,2.04,40.0,1.279,0.0,2.29,20.8,1.499,0.0,1.92,19.2,0.764,0.0,1.05,7.99,1.826,0.0,1.805,19.2,1.427,0.0,4.09
1729951568.17,8.01,1.309,0.0,4.74,38.4,0.84,0.0,4.19,20.8,0.819,0.0,4.05,20.8,1.314,0.0,2.54,19.2,1.205,0.0,12.1,40.0,1.253,0.0,1.88,8.0,1.906,0.0,4.54,20.8,1.214,0.0,4.13,19.2,1.149,0.0,3.23,40.1,0.599,0.0,4.47,19.2,1.276,0.0,5.35,8.0,1.981,0.0,1.02,19.2,0.771,0.0,4.35,20.8,1.58,0.0,7.87,19.2,0.828,0.0,1.85,40.0,1.343,0.0,2.5,19.2,1.32,0.0,1.75,20.8,0.913,0.0,1.25,8.0,1.754,0.0,1.88,20.8,1.183,0.0,3.44
1729951568.27,9.6,1.31,0.0,4.46,40.0,0.821,0.0,3.03,19.2,0.91,0.0,2.04,19.2,1.547,0.0,3.22,20.8,1.359,0.0,12.4,40.0,1.421,0.0,2.17,8.01,2.114,0.0,6.4,19.2,1.047,0.0,2.22,20.8,1.046,0.0,4.35,38.3,0.656,0.0,1.62,20.8,1.207,0.0,2.82,8.01,2.187,0.0,1.23,20.8,0.918,0.0,2.11,19.2,1.362,0.0,4.15,20.8,0.795,0.0,1.78,40.1,1.308,0.0,2.79,20.8,1.44,0.0,3.07,19.2,0.948,0.0,1.19,8.0,1.963,0.0,2.52,19.2,1.057,0.0,3.22
1729951568.37,6.4,1.105,0.0,4.18,40.0,0.968,0.0,3.26,20.8,0.952,0.0,2.54,20.8,1.51,0.0,2.34,19.2,1.489,0.0,14.4,40.0,1.16,0.0,3.19,8.0,1.867,0.0,4.07,20.8,0.894,0.0,3.44,19.2,0.965,0.0,4.12,41.6,0.571,0.0,2.33,19.2,0.983,0.0,4.21,8.01,1.924,0.0,1.13,19.2,0.949,0.0,3.79,20.8,1.563,0.0,4.42,19.2,0.985,0.0,1.77,40.0,1.352,0.0,1.82,20.8,1.439,0.0,1.88,20.8,0.977,0.0,2.03,6.4,1.992,0.0,3.16,19.2,0.777,0.0,2.82
1729951568.47,9.6,1.08,0.0,3.36,40.0,1.006,0.0,2.62,19.2,0.935,0.0,1.94,19.2,1.446,0.0,3.24,20.8,1.331,0.0,4.07,40.0,1.118,0.0,2.0,6.4,1.99,0.0,5.12,19.2,1.157,0.0,2.27,20.8,0.8,0.0,3.66,40.0,0.622,0.0,2.65,20.8,0.887,0.0,3.74,9.58,1.564,0.0,1.15,20.8,0.832,0.0,2.34,19.2,1.467,0.0,4.92,20.8,0.939,0.0,2.95,40.0,1.36,0.0,3.39,20.8,1.282,0.0,2.37,19.2,0.829,0.0,1.19,9.6,2.317,0.0,2.2,20.8,1.039,0.0,2.82
1729951568.57,8.0,1.135,0.0,3.2,40.0,0.604,0.0,2.87,20.8,0.74,0.0,2.67,20.8,1.319,0.0,1.99,19.2,1.255,0.0,2.03,38.4,1.258,0.0,3.25,9.61,2.094,0.0,2.41,20.8,1.172,0.0,3.47,20.8,0.98,0.0,2.91,38.4,0.613,0.0,1.62,19.2,1.041,0.0,3.71,6.41,1.393,0.0,1.02,19.2,0.806,0.0,3.02,20.8,1.364,0.0,4.01,19.2,0.916,0.0,2.33,40.0,1.171,0.0,2.51,19.2,1.129,0.0,2.47,20.8,0.681,0.0,2.02,8.01,2.804,0.0,2.29,19.2,0.863,0.0,3.18
1729951568.67,8.0,1.562,0.0,3.46,38.4,0.37,0.0,3.45,19.2,0.633,0.0,2.34,19.2,1.457,0.0,3.04,20.8,1.129,0.0,3.02,40.0,1.338,0.0,1.97,6.4,2.752,0.0,3.73,19.2,1.119,0.0,2.97,19.2,1.167,0.0,2.16,40.0,0.584,0.0,3.61,20.8,1.182,0.0,4.1,7.99,1.349,0.0,1.29,20.8,0.619,0.0,3.47,19.2,1.341,0.0,7.04,20.8,0.867,0.0,2.45,38.4,1.258,0.0,2.7,20.8,1.114,0.0,1.98,19.2,0.91,0.0,1.11,8.0,2.18,0.0,3.0,20.8,0.904,0.0,3.55
1729951568.77,6.4,1.588,0.0,2.65,41.6,0.548,0.0,2.43,20.8,0.78,0.0,2.3,20.8,1.415,0.0,4.59,19.2,1.259,0.0,1.9,38.4,1.593,0.0,2.62,9.61,2.962,0.0,4.06,20.8,1.138,0.0,2.71,20.8,1.156,0.0,4.02,40.0,0.635,0.0,2.37,19.2,1.144,0.0,2.39,9.6,1.232,0.0,0.969,19.2,0.806,0.0,2.11,20.8,1.217,0.0,3.17,19.2,0.868,0.0,2.71,40.0,1.49,0.0,3.22,19.2,1.443,0.0,3.12,20.8,0.908,0.0,1.81,6.4,1.936,0.0,2.39,20.8,0.971,0.0,2.59
1729951568.87,8.0,1.498,0.0,3.94,40.0,0.613,0.0,2.19,19.2,0.923,0.0,1.47,19.2,1.586,0.0,5.11,19.2,1.46,0.0,5.7,40.0,1.494,0.0,1.97,6.4,2.48,0.0,2.58,19.2,0.892,0.0,3.08,19.2,1.085,0.0,2.04,41.6,0.671,0.0,2.46,20.8,1.069,0.0,4.0,6.4,1.303,0.0,1.58,20.8,0.945,0.0,2.75,19.2,1.49,0.0,5.48,20.8,1.089,0.0,2.05,40.0,1.66,0.0,1.97,19.2,1.677,0.0,1.92,20.8,0.875,0.0,1.06,8.0,1.771,0.0,3.25,19.2,0.904,0.0,2.82
1729951568.97,7.99,1.17,0.0,2.36,41.6,0.448,0.0,1.53,20.8,0.918,0.0,0.934,20.8,1.519,0.0,7.22,20.8,1.549,0.0,4.03,40.0,0.865,0.0,1.74,8.0,2.07,0.0,5.83,19.2,0.727,0.0,2.11,19.2,0.86,0.0,3.71,38.4,0.728,0.0,2.67,19.2,0.746,0.0,2.59,8.0,1.375,0.0,1.02,19.2,0.979,0.0,1.3,20.8,1.528,0.0,3.27,19.2,1.09,0.0,3.39,38.4,0.748,0.0,6.7,20.8,1.397,0.0,3.07,19.2,0.837,0.0,1.71,8.0,1.69,0.0,1.9,20.8,0.737,0.0,1.54
1729951569.07,8.0,1.068,0.0,3.67,40.0,0.409,0.0,2.37,19.2,0.793,0.0,1.98,19.2,1.584,0.0,7.91,20.8,1.562,0.0,1.81,40.0,0.923,0.0,2.78,8.0,1.864,0.0,5.445,20.8,0.927,0.0,3.33,20.8,1.172,0.0,3.035,40.0,0.765,0.0,2.61,19.2,0.759,0.0,3.77,8.0,1.628,0.0,1.84,20.8,0.901,0.0,3.54,19.2,1.671,0.0,5.96,20.8,1.033,0.0,2.89,41.6,0.885,0.0,2.27,19.2,1.37,0.0,2.5,20.8,0.652,0.0,3.65,8.0,1.549,0.0,4.35,19.2,1.015,0.0,2.92
1729951569.17,8.0,1.086,0.0,3.77,40.0,0.417,0.0,2.69,20.8,0.632,0.0,1.03,20.8,1.594,0.0,7.99,19.2,1.324,0.0,2.78,41.6,0.816,0.0,4.83,8.0,2.114,0.0,5.06,20.8,0.902,0.0,1.91,19.2,1.24,0.0,2.36,40.0,0.663,0.0,4.01,20.8,0.871,0.0,4.01,9.6,1.445,0.0,4.34,19.2,0.797,0.0,3.01,20.8,1.416,0.0,7.6,19.2,0.853,0.0,2.39,40.0,0.865,0.0,2.51,20.8,1.393,0.0,3.01,19.2,0.995,0.0,0.815,8.0,1.663,0.0,5.49,20.8,1.029,0.0,2.75
1729951569.27,8.0,1.162,0.0,2.73,40.0,0.455,0.0,2.07,19.2,0.93,0.0,1.71,19.2,1.492,0.0,10.1,20.8,1.525,0.0,1.92,40.0,0.898,0.0,2.4,8.0,2.464,0.0,4.1,20.8,0.861,0.0,2.32,20.8,1.068,0.0,3.07,40.0,0.743,0.0,5.46,20.8,0.795,0.0,2.55,6.4,1.248,0.0,1.01,20.8,0.85,0.0,2.65,19.2,1.451,0.0,9.26,20.8,0.883,0.0,1.94,41.6,0.832,0.0,2.45,19.2,1.365,0.0,2.61,20.8,0.992,0.0,1.68,8.0,1.728,0.0,3.23,19.2,0.966,0.0,2.75
1729951569.37,8.0,1.293,0.0,3.24,40.0,0.591,0.0,1.37,20.8,0.937,0.0,0.811,20.8,1.697,0.0,13.4,19.2,1.663,0.0,3.24,41.6,0.763,0.0,2.32,9.6,2.675,0.0,3.64,19.2,0.797,0.0,1.99,19.2,0.978,0.0,1.5,40.0,0.728,0.0,2.95,19.2,0.737,0.0,3.21,8.01,1.359,0.0,1.93,19.2,0.983,0.0,2.51,20.8,1.69,0.0,5.94,19.2,1.131,0.0,2.02,40.0,0.879,0.0,2.22,20.8,1.516,0.0,1.96,19.2,0.98,0.0,3.25,8.0,2.06,0.0,3.19,20.8,0.834,0.0,3.22
1729951569.47,8.0,1.378,0.0,2.09,40.0,0.462,0.0,1.95,19.2,0.927,0.0,1.69,19.2,1.499,0.0,17.4,20.8,1.637,0.0,2.25,40.0,0.757,0.0,6.47,6.4,2.749,0.0,4.91,20.8,0.67,0.0,2.31,20.8,0.836,0.0,2.52,40.0,0.692,0.0,3.07,20.8,0.662,0.0,2.37,9.58,1.264,0.0,3.43,20.8,0.919,0.0,1.73,19.2,1.796,0.0,5.17,20.8,1.127,0.0,1.94,40.0,0.731,0.0,4.35,20.8,1.294,0.0,2.85,20.8,0.828,0.0,1.42,8.0,2.254,0.0,4.88,19.2,0.746,0.0,1.68
1729951569.57,8.0,1.444,0.0,3.36,40.0,0.417,0.0,2.34,20.8,0.848,0.0,2.03,20.8,1.517,0.0,7.46,19.2,1.818,0.0,2.05,40.0,0.766,0.0,3.38,8.01,2.978,0.0,5.19,19.2,0.899,0.0,3.04,19.2,1.085,0.0,3.54,40.0,0.725,0.0,3.66,19.2,0.666,0.0,3.18,6.4,1.406,0.0,1.84,19.2,0.89,0.0,3.92,20.8,1.728,0.0,6.56,19.2,0.954,0.0,2.335,40.0,0.827,0.0,2.04,19.2,1.353,0.0,1.82,19.2,0.767,0.0,1.78,9.6,2.626,0.0,3.02,20.8,0.955,0.0,3.56
1729951569.67,9.6,1.807,0.0,3.99,40.0,0.632,0.0,3.21,19.2,0.702,0.0,1.32,19.2,1.602,0.0,3.22,20.8,1.453,0.0,1.99,40.0,1.041,0.0,2.6,7.99,3.1,0.0,5.47,20.8,1.136,0.0,1.57,20.8,1.286,0.0,3.65,40.0,0.911,0.0,4.61,20.8,0.94,0.0,3.94,8.01,1.443,0.0,1.17,20.8,0.874,0.0,3.16,19.2,1.501,0.0,9.53,20.8,1.141,0.0,2.73,40.0,1.102,0.0,2.9,19.2,1.55,0.0,3.57,20.8,1.089,0.0,1.02,8.0,2.1,0.0,1.94,19.2,1.258,0.0,4.5
1729951569.77,6.4,1.484,0.0,2.99,40.0,0.494,0.0,5.1,20.8,1.042,0.0,2.18,20.8,1.689,0.0,2.06,19.2,1.691,0.0,3.49,40.0,1.044,0.0,3.75,8.0,2.929,0.0,5.75,19.2,0.996,0.0,2.04,19.2,1.107,0.0,2.99,40.0,0.815,0.0,6.23,19.2,0.94,0.0,2.88,7.99,1.663,0.0,1.65,19.2,1.096,0.0,6.81,20.8,1.696,0.0,12.5,19.2,1.019,0.0,2.15,40.0,0.884,0.0,6.95,20.8,1.572,0.0,2.54,19.2,1.079,0.0,2.84,6.4,1.893,0.0,3.41,20.8,1.099,0.0,7.21
1729951569.87,8.0,1.415,0.0,2.57,40.0,0.421,0.0,2.3,19.2,1.128,0.0,1.03,19.2,1.616,0.0,3.43,20.8,1.432,0.0,3.29,40.0,0.676,0.0,3.89,8.0,2.574,0.0,5.035,20.8,0.762,0.0,1.12,20.8,0.896,0.0,3.68,40.0,0.682,0.0,3.5,20.8,0.835,0.0,3.36,8.01,1.825,0.0,1.46,20.8,1.051,0.0,3.22,19.2,1.867,0.0,6.74,19.2,0.642,0.0,1.83,40.0,0.806,0.0,3.31,20.8,1.547,0.0,2.33,19.2,0.993,0.0,3.8,9.6,1.565,0.0,2.91,19.2,0.883,0.0,3.51
1729951569.97,8.0,1.193,0.0,1.89,40.0,0.458,0.0,2.88,20.8,0.873,0.0,1.65,20.8,1.29,0.0,2.11,19.2,1.45,0.0,1.83,40.0,0.804,0.0,6.94,8.0,2.194,0.0,4.32,19.2,0.629,0.0,1.81,19.2,0.616,0.0,2.59,40.0,0.724,0.0,2.91,19.2,0.631,0.0,2.42,9.58,1.483,0.0,3.48,19.2,0.851,0.0,2.4,20.8,1.645,0.0,6.14,20.8,0.7,0.0,2.615,40.0,0.715,0.0,1.97,19.2,1.314,0.0,2.96,20.8,0.705,0.0,3.58,8.0,1.417,0.0,5.19,20.8,0.72,0.0,2.68
1729951570.07,9.6,1.03,0.0,3.52,40.0,0.484,0.0,2.42,19.2,0.705,0.0,1.31,19.2,1.406,0.0,2.47,20.8,1.681,0.0,2.58,40.0,0.902,0.0,7.29,8.0,1.943,0.0,4.42,20.8,0.776,0.0,1.52,19.2,0.581,0.0,3.6,40.0,0.779,0.0,3.63,20.8,0.611,0.0,3.59,6.4,1.31,0.0,3.64,20.8,0.806,0.0,3.69,19.2,1.427,0.0,6.9,20.8,0.648,0.0,3.4,40.0,0.887,0.0,2.16,19.2,1.276,0.0,2.19,19.2,0.622,0.0,4.03,8.0,1.372,0.0,5.86,19.2,0.9,0.0,3.99
1729951570.17,6.4,1.143,0.0,2.97,38.5,0.579,0.0,3.94,20.8,0.58,0.0,2.19,20.8,1.466,0.0,2.83,19.2,1.551,0.0,2.91,40.0,0.833,0.0,7.34,8.0,1.886,0.0,4.97,19.2,1.016,0.0,2.0,20.8,0.752,0.0,4.09,40.0,0.866,0.0,4.67,19.2,0.836,0.0,3.92,8.0,1.188,0.0,3.69,19.2,0.775,0.0,3.65,20.8,1.264,0.0,8.75,19.2,0.679,0.0,2.22,40.0,0.825,0.0,2.49,20.8,1.389,0.0,3.13,20.8,0.985,0.0,4.19,8.0,1.427,0.0,4.98,20.8,1.04,0.0,3.02
1729951570.27,8.01,1.169,0.0,3.61,41.5,0.608,0.0,6.25,19.2,0.928,0.0,1.92,19.2,1.539,0.0,2.2,19.2,1.839,0.0,1.74,40.0,1.162,0.0,9.65,8.0,2.063,0.0,5.84,20.8,0.959,0.0,2.33,20.8,1.011,0.0,5.32,40.0,0.725,0.0,5.3,20.8,1.018,0.0,3.77,7.99,1.227,0.0,5.17,20.8,0.95,0.0,5.94,19.2,1.331,0.0,10.6,20.8,0.721,0.0,3.42,40.0,0.815,0.0,3.61,20.8,1.461,0.0,2.08,19.2,1.181,0.0,6.69,8.0,1.743,0.0,6.87,19.2,1.081,0.0,5.9
1729951570.37,7.99,1.209,0.0,5.18,38.4,0.65,0.0,5.39,20.8,1.11,0.0,4.18,20.8,1.889,0.0,3.78,20.8,1.713,0.0,3.54,40.0,0.934,0.0,11.6,8.0,2.047,0.0,9.94,19.2,0.918,0.0,3.87,20.8,0.786,0.0,6.08,40.0,0.948,0.0,5.45,19.2,1.02,0.0,5.82,8.0,1.179,0.0,6.77,19.2,1.056,0.0,5.12,19.2,1.705,0.0,9.06,19.2,0.681,0.0,4.31,40.0,0.926,0.0,2.81,19.2,1.853,0.0,2.42,20.8,1.069,0.0,7.87,8.0,2.13,0.0,9.85,20.8,1.013,0.0,5.4
1729951570.47,9.6,1.251,0.0,6.49,41.6,0.571,0.0,7.41,19.2,1.0,0.0,5.14,19.2,1.65,0.0,4.29,19.2,1.557,0.0,2.58,40.0,0.738,0.0,14.3,8.01,2.245,0.0,13.0,20.8,0.764,0.0,4.9,19.2,0.736,0.0,6.72,40.0,0.759,0.0,6.29,20.8,0.839,0.0,6.3,8.0,1.307,0.0,8.04,20.8,0.871,0.0,6.57,20.8,1.672,0.0,10.23,20.8,0.711,0.0,6.13,40.0,0.831,0.0,2.29,20.8,1.599,0.0,2.76,19.2,0.734,0.0,7.25,8.0,2.085,0.0,12.5,19.2,0.906,0.0,6.91
