Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay
1729951084.66,38.3,0.734,0.0,4.34,20.8,0.913,0.0,6.67,19.2,1.003,0.0,2.7,8.0,1.804,0.0,4.78
1729951084.76,40.1,0.809,0.0,5.3,19.2,0.823,0.0,5.41,20.8,0.889,0.0,1.84,6.4,1.655,0.0,5.52
1729951084.86,39.9,0.832,0.0,4.51,20.8,0.956,0.0,5.99,19.2,0.962,0.0,3.94,8.0,1.693,0.0,4.42
1729951084.96,40.0,1.005,0.0,4.7,19.2,1.139,0.0,5.42,20.8,1.242,0.0,2.68,8.0,1.687,0.0,5.07
1729951085.06,40.0,0.759,0.0,5.28,19.2,1.117,0.0,6.04,19.2,1.141,0.0,3.02,8.0,1.715,0.0,7.57
1729951085.16,40.0,0.588,0.0,4.14,20.8,0.885,0.0,7.31,20.8,1.082,0.0,3.41,8.01,1.722,0.0,5.16
1729951085.26,40.0,0.567,0.0,4.99,20.8,0.919,0.0,5.13,20.8,1.036,0.0,2.65,7.99,1.82,0.0,5.45
1729951085.36,41.5,0.562,0.0,4.81,19.2,1.25,0.0,5.55,19.2,1.322,0.0,3.35,8.0,1.969,0.0,4.71
1729951085.46,40.0,0.584,0.0,5.51,19.2,1.267,0.0,5.43,19.2,1.335,0.0,3.2,9.6,2.051,0.0,8.5
1729951085.56,40.0,0.49,0.0,6.02,20.8,1.166,0.0,8.08,20.8,1.337,0.0,4.32,6.41,1.738,0.0,5.6
1729951085.66,38.5,0.671,0.0,4.88,19.2,1.054,0.0,5.77,19.2,1.138,0.0,3.91,9.59,1.491,0.0,5.45
1729951085.76,41.5,0.481,0.0,5.71,20.8,0.89,0.0,5.3,20.8,0.977,0.0,3.41,6.41,1.244,0.0,5.82
1729951085.86,40.1,0.549,0.0,6.18,20.8,1.156,0.0,5.91,19.2,0.928,0.0,4.07,9.6,0.991,0.0,4.09
1729951085.96,40.0,0.536,0.0,6.65,19.2,1.139,0.0,5.08,20.8,1.099,0.0,2.66,7.99,1.09,0.0,6.95
1729951086.06,38.3,0.592,0.0,4.83,19.2,1.212,0.0,7.68,19.2,1.107,0.0,3.8,6.4,1.158,0.0,4.16
1729951086.16,41.6,0.649,0.0,4.55,20.8,1.073,0.0,4.59,20.8,1.184,0.0,3.3,9.59,1.232,0.0,5.18
1729951086.26,40.0,0.572,0.0,4.65,20.8,0.98,0.0,5.11,19.2,1.124,0.0,3.98,8.0,1.376,0.0,4.87
1729951086.36,40.1,0.745,0.0,5.99,19.2,1.284,0.0,4.33,20.8,1.031,0.0,2.54,7.99,1.517,0.0,5.01
1729951086.46,40.0,0.597,0.0,7.33,19.2,1.337,0.0,5.09,19.2,1.33,0.0,3.1,8.02,1.214,0.0,7.76
1729951086.56,38.4,0.651,0.0,8.67,20.8,1.082,0.0,8.28,20.8,1.174,0.0,2.08,6.39,1.109,0.0,4.44
1729951086.66,41.6,0.544,0.0,4.78,20.8,0.914,0.0,5.17,19.2,0.979,0.0,2.27,9.61,0.999,0.0,4.82
1729951086.76,40.0,0.493,0.0,5.3,19.2,0.816,0.0,5.95,20.8,0.926,0.0,3.64,6.4,1.151,0.0,5.54
1729951086.86,40.0,0.681,0.0,5.82,19.2,0.999,0.0,5.77,19.2,0.808,0.0,3.75,9.59,1.326,0.0,7.02
1729951086.96,40.0,0.637,0.0,5.52,20.8,1.042,0.0,5.97,20.8,1.025,0.0,3.49,6.4,1.39,0.0,9.77
1729951087.06,38.4,0.748,0.0,9.36,19.2,0.912,0.0,9.78,19.1,0.978,0.0,9.41,8.0,1.517,0.0,7.46
1729951087.16,41.7,0.675,0.0,7.76,20.8,0.924,0.0,7.88,20.9,0.876,0.0,6.4,8.0,1.746,0.0,9.4
1729951087.26,38.4,0.812,0.0,7.94,19.2,0.929,0.0,9.64,19.2,0.888,0.0,7.49,8.0,1.981,0.0,9.63
1729951087.36,41.5,0.706,0.0,8.12,20.8,1.077,0.0,9.7,20.8,1.0,0.0,7.31,9.6,2.047,0.0,15.7
1729951087.46,38.4,0.696,0.0,9.96,19.2,0.914,0.0,13.6,19.2,1.016,0.0,9.96,6.4,2.11,0.0,9.2
1729951087.56,40.0,0.818,0.0,9.09,19.2,1.034,0.0,9.82,19.2,0.709,0.0,8.13,8.0,2.166,0.0,11.2
1729951087.66,40.0,0.818,0.0,8.55,20.8,1.076,0.0,11.0,20.8,0.852,0.0,9.25,9.59,2.164,0.0,12.8
1729951087.76,40.0,0.734,0.0,11.9,19.2,1.12,0.0,12.6,20.8,0.813,0.0,11.1,6.4,2.3,0.0,11.0
1729951087.86,41.6,0.633,0.0,11.3,20.8,1.134,0.0,11.7,19.2,0.829,0.0,6.67,9.6,2.289,0.0,13.4
1729951087.96,38.4,0.757,0.0,13.1,19.2,1.072,0.0,13.2,20.8,0.749,0.0,2.47,6.4,2.412,0.0,10.2
1729951088.06,40.0,0.799,0.0,7.46,20.8,1.097,0.0,10.6,19.2,0.944,0.0,1.83,8.0,1.948,0.0,10.5
1729951088.16,41.6,0.697,0.0,2.38,20.8,0.951,0.0,11.2,20.8,0.97,0.0,2.0,8.0,1.654,0.0,10.3
1729951088.26,40.0,0.675,0.0,4.01,19.2,0.87,0.0,10.2,19.2,0.954,0.0,1.71,9.6,1.416,0.0,10.2
1729951088.36,40.0,0.622,0.0,2.43,19.2,0.776,0.0,9.32,20.8,0.797,0.0,1.03,6.4,1.219,0.0,9.41
1729951088.46,40.0,0.683,0.0,4.37,20.8,0.715,0.0,9.92,19.2,0.681,0.0,2.61,8.0,1.136,0.0,5.58
1729951088.56,38.5,0.713,0.0,5.0,20.8,0.771,0.0,5.68,20.8,0.778,0.0,1.47,8.0,1.14,0.0,5.45
1729951088.66,40.0,0.705,0.0,3.27,19.2,0.744,0.0,5.16,19.2,0.789,0.0,1.72,8.0,1.243,0.0,5.58
1729951088.76,39.9,0.736,0.0,3.5,20.8,0.644,0.0,5.5,20.8,0.734,0.0,3.03,8.0,1.393,0.0,7.54
1729951088.86,40.0,0.894,0.0,2.8,19.2,0.694,0.0,8.33,19.2,0.687,0.0,2.96,8.0,1.299,0.0,5.31
1729951088.96,40.0,0.809,0.0,4.71,20.8,0.763,0.0,6.4,20.8,0.636,0.0,3.23,8.0,1.085,0.0,4.08
1729951089.06,40.0,0.896,0.0,2.78,19.2,0.951,0.0,5.46,19.2,0.961,0.0,2.3,8.0,1.166,0.0,4.505
1729951089.16,40.0,0.876,0.0,3.85,20.8,1.151,0.0,5.6,20.8,1.164,0.0,3.59,8.0,1.302,0.0,4.93
1729951089.26,40.0,0.785,0.0,4.07,19.2,0.894,0.0,4.74,19.2,0.967,0.0,2.18,8.0,1.211,0.0,8.01
1729951089.36,38.4,0.534,0.0,5.95,20.8,0.763,0.0,7.53,20.8,0.748,0.0,2.87,8.0,1.116,0.0,4.65
1729951089.46,41.6,0.585,0.0,2.8,19.2,0.85,0.0,4.48,20.8,0.682,0.0,2.31,8.0,1.135,0.0,4.11
1729951089.56,40.0,0.586,0.0,2.64,20.8,0.899,0.0,4.57,19.2,0.808,0.0,2.41,8.01,1.25,0.0,5.025
1729951089.66,40.0,0.578,0.0,2.6,19.2,0.981,0.0,3.82,19.2,1.027,0.0,2.11,7.99,1.413,0.0,5.94
1729951089.76,41.6,0.534,0.0,4.78,20.8,0.926,0.0,6.21,20.8,0.991,0.0,4.68,8.01,1.558,0.0,4.56
1729951089.86,40.0,0.484,0.0,2.37,19.2,0.721,0.0,4.96,19.2,0.811,0.0,3.5,9.59,1.267,0.0,4.09
1729951089.96,40.0,0.455,0.0,3.32,20.8,0.828,0.0,3.67,20.8,0.682,0.0,2.51,6.4,1.117,0.0,4.44
1729951090.06,40.0,0.674,0.0,2.45,19.2,0.987,0.0,3.95,20.8,0.861,0.0,2.16,9.6,1.325,0.0,5.21
1729951090.16,40.0,0.501,0.0,2.67,20.8,0.904,0.0,3.09,19.2,1.059,0.0,2.17,6.4,1.366,0.0,5.98
1729951090.26,38.5,0.586,0.0,4.79,19.2,0.793,0.0,6.38,19.2,0.939,0.0,4.38,8.0,1.406,0.0,4.62
1729951090.36,41.6,0.464,0.0,1.78,20.8,0.696,0.0,3.97,20.8,0.94,0.0,2.06,8.0,1.479,0.0,3.84
1729951090.46,40.0,0.688,0.0,2.94,19.2,0.863,0.0,2.53,19.2,0.909,0.0,1.26,9.6,1.666,0.0,4.56
1729951090.56,40.0,0.659,0.0,2.75,20.8,1.046,0.0,4.67,19.2,1.121,0.0,1.79,8.0,2.008,0.0,5.28
1729951090.66,40.0,0.581,0.0,2.97,19.2,0.971,0.0,3.3,19.2,1.117,0.0,1.88,8.0,1.705,0.0,5.585
1729951090.76,40.0,0.616,0.0,3.91,20.8,0.954,0.0,5.42,20.8,0.965,0.0,3.21,6.4,1.433,0.0,5.89
1729951090.86,38.4,0.681,0.0,1.57,19.2,0.792,0.0,3.58,19.2,0.878,0.0,1.23,9.59,1.354,0.0,3.95
1729951090.96,41.6,0.789,0.0,2.3,20.8,1.085,0.0,3.86,20.8,0.787,0.0,0.859,6.4,1.287,0.0,3.83
1729951091.06,40.0,0.795,0.0,2.5,19.2,1.222,0.0,4.57,19.2,1.048,0.0,1.89,9.61,1.411,0.0,4.27
1729951091.16,40.0,0.787,0.0,3.63,20.8,1.219,0.0,4.53,20.8,1.17,0.0,2.97,7.99,1.367,0.0,4.81
1729951091.26,40.0,0.706,0.0,4.85,20.7,1.053,0.0,5.17,19.2,1.12,0.0,2.95,8.0,1.534,0.0,5.88
1729951091.36,38.4,0.756,0.0,3.7,19.3,0.937,0.0,4.26,20.8,1.005,0.0,2.04,6.41,1.671,0.0,4.84
1729951091.46,40.0,0.808,0.0,4.99,19.2,1.182,0.0,5.58,19.2,0.912,0.0,2.29,9.6,1.385,0.0,5.42
1729951091.56,41.6,0.902,0.0,3.77,20.8,1.194,0.0,5.4,20.8,1.212,0.0,2.74,7.99,1.1,0.0,5.39
1729951091.66,38.4,0.875,0.0,4.49,20.8,1.072,0.0,4.76,19.2,1.08,0.0,3.72,8.0,1.048,0.0,6.24
1729951091.76,41.7,0.819,0.0,3.54,19.2,1.063,0.0,4.83,20.8,0.959,0.0,2.54,6.4,0.989,0.0,4.47
1729951091.86,38.4,0.608,0.0,4.39,19.2,0.728,0.0,5.19,19.2,0.704,0.0,4.0,8.0,0.872,0.0,5.08
1729951091.96,40.0,0.795,0.0,4.21,20.8,1.077,0.0,5.41,20.8,0.748,0.0,3.54,8.0,1.053,0.0,4.6
1729951092.06,40.0,0.772,0.0,3.79,19.2,1.068,0.0,7.41,19.2,0.749,0.0,3.48,8.0,1.139,0.0,6.77
1729951092.16,40.0,0.756,0.0,4.45,20.8,1.025,0.0,4.84,20.8,0.761,0.0,3.5,8.0,1.476,0.0,4.87
1729951092.26,40.0,0.716,0.0,5.3,19.2,0.95,0.0,5.67,19.2,0.924,0.0,3.52,8.0,1.763,0.0,5.6
1729951092.36,40.0,0.718,0.0,4.26,20.8,0.851,0.0,4.49,20.8,0.824,0.0,3.91,8.0,1.4,0.0,5.04
1729951092.46,40.0,0.81,0.0,4.24,19.2,1.089,0.0,4.32,19.2,0.847,0.0,2.57,8.0,1.293,0.0,4.58
1729951092.56,40.0,0.879,0.0,2.93,19.2,0.778,0.0,6.63,20.8,0.689,0.0,3.04,7.99,1.227,0.0,7.03
1729951092.66,40.0,0.871,0.0,4.32,20.8,0.972,0.0,4.37,19.2,0.982,0.0,4.057,8.01,1.167,0.0,3.96
1729951092.76,40.0,0.674,0.0,7.57,20.8,0.76,0.0,8.65,20.8,0.954,0.0,5.073,7.98,1.107,0.0,7.85
1729951092.86,40.0,0.615,0.0,5.21,20.8,0.548,0.0,5.83,20.8,0.743,0.0,6.09,8.02,1.1,0.0,5.57
1729951092.96,40.1,0.81,0.0,6.18,19.2,0.69,0.0,5.99,19.2,0.856,0.0,4.12,8.0,1.352,0.0,6.59
1729951093.06,39.9,0.72,0.0,9.39,19.2,0.822,0.0,9.18,19.2,0.808,0.0,4.52,8.01,1.518,0.0,9.16
1729951093.16,40.0,0.797,0.0,7.88,20.8,0.812,0.0,7.11,20.8,0.848,0.0,4.92,8.0,1.427,0.0,7.44
1729951093.26,40.0,0.727,0.0,7.68,20.8,0.775,0.0,8.17,19.2,0.93,0.0,5.515,8.0,1.514,0.0,8.43
1729951093.36,40.0,0.537,0.0,8.64,19.2,0.721,0.0,9.67,19.2,0.814,0.0,6.11,7.99,1.552,0.0,9.61
1729951093.46,40.0,0.814,0.0,9.6,19.2,0.931,0.0,9.93,19.2,1.072,0.0,6.98,8.0,1.752,0.0,9.45
1729951093.56,38.5,0.539,0.0,12.8,20.8,0.994,0.0,12.4,20.8,0.997,0.0,6.96,8.0,1.752,0.0,13.6
1729951093.66,40.0,0.525,0.0,10.6,20.8,1.114,0.0,11.1,19.2,1.029,0.0,7.52,8.0,1.817,0.0,9.75
1729951093.76,41.5,0.481,0.0,11.7,19.2,1.01,0.0,11.0,20.8,1.114,0.0,8.15,8.0,1.787,0.0,11.1
1729951093.86,40.0,0.406,0.0,11.4,20.8,0.876,0.0,11.5,19.2,1.02,0.0,10.4,8.0,1.861,0.0,11.1
1729951093.96,40.0,0.473,0.0,11.4,19.2,0.956,0.0,11.7,20.8,1.114,0.0,0.967,8.0,1.924,0.0,10.8
1729951094.06,40.0,0.571,0.0,12.8,19.2,0.915,0.0,13.8,19.2,0.913,0.0,1.83,8.0,1.702,0.0,13.1
1729951094.16,39.9,0.545,0.0,8.77,20.8,1.185,0.0,9.86,20.8,1.055,0.0,2.44,8.0,1.673,0.0,8.82
1729951094.26,40.1,0.426,0.0,10.5,20.8,0.902,0.0,10.2,20.8,1.087,0.0,1.57,8.0,1.491,0.0,9.5
1729951094.36,40.0,0.333,0.0,10.4,19.2,0.804,0.0,8.46,19.2,0.983,0.0,2.15,8.0,1.371,0.0,9.9
1729951094.46,40.0,0.361,0.0,7.9,20.8,0.754,0.0,5.06,19.2,1.017,0.0,1.07,8.0,1.311,0.0,9.16
1729951094.56,40.0,0.431,0.0,9.91,19.2,0.844,0.0,6.05,20.8,0.882,0.0,1.7,8.0,1.347,0.0,9.46
1729951094.66,40.0,0.497,0.0,3.52,19.2,0.916,0.0,4.59,20.8,0.954,0.0,4.07,8.01,1.409,0.0,7.97
1729951094.76,40.0,0.49,0.0,4.22,20.8,0.797,0.0,4.95,19.2,1.022,0.0,2.32,8.0,1.546,0.0,4.77
1729951094.86,40.0,0.388,0.0,4.09,20.8,0.766,0.0,4.24,19.2,0.987,0.0,2.56,8.0,1.716,0.0,3.46
1729951094.96,41.6,0.382,0.0,4.86,19.2,0.773,0.0,4.98,20.8,1.006,0.0,1.54,8.0,1.65,0.0,3.94
1729951095.06,40.0,0.531,0.0,9.35,19.2,0.994,0.0,8.86,19.2,0.916,0.0,3.13,9.6,1.346,0.0,9.61
1729951095.16,40.0,0.52,0.0,3.2,20.8,1.044,0.0,4.64,20.8,1.062,0.0,4.8,8.0,1.261,0.0,3.55
1729951095.26,38.3,0.563,0.0,3.85,19.2,1.032,0.0,4.19,19.2,1.119,0.0,2.13,6.4,1.295,0.0,2.95
1729951095.36,41.6,0.518,0.0,2.4,20.8,0.88,0.0,3.72,20.8,1.071,0.0,1.98,9.6,1.195,0.0,2.71
1729951095.46,40.0,0.432,0.0,3.74,19.2,0.953,0.0,4.67,19.2,1.079,0.0,1.25,8.0,1.203,0.0,3.22
1729951095.56,40.0,0.578,0.0,5.38,20.8,1.101,0.0,6.05,20.8,0.971,0.0,3.83,6.4,1.399,0.0,4.84
1729951095.66,40.0,0.476,0.0,1.91,20.8,1.059,0.0,3.25,19.2,1.059,0.0,1.97,9.6,1.544,0.0,2.98
1729951095.76,40.0,0.567,0.0,2.87,19.2,1.059,0.0,3.21,20.8,1.094,0.0,2.25,6.4,1.413,0.0,2.63
1729951095.86,40.0,0.543,0.0,3.24,19.2,0.975,0.0,4.0,19.2,1.035,0.0,1.63,9.6,1.17,0.0,2.99
1729951095.96,40.0,0.459,0.0,3.88,20.8,0.889,0.0,3.48,20.8,1.018,0.0,1.0,6.4,1.317,0.0,4.04
1729951096.06,38.5,0.762,0.0,6.1,19.2,1.03,0.0,6.37,19.2,0.785,0.0,2.28,9.6,1.085,0.0,6.3
1729951096.16,41.6,0.621,0.0,3.4,20.8,1.044,0.0,3.54,19.2,0.728,0.0,0.968,6.4,1.214,0.0,2.65
1729951096.26,40.0,0.708,0.0,3.13,19.2,1.052,0.0,3.29,20.8,0.926,0.0,1.66,9.6,1.242,0.0,3.37
1729951096.36,40.0,0.649,0.0,2.9,20.8,0.981,0.0,3.23,20.8,0.943,0.0,0.772,8.0,1.485,0.0,2.46
1729951096.46,40.0,0.678,0.0,2.65,19.2,0.978,0.0,2.49,19.2,0.923,0.0,1.74,8.0,1.766,0.0,3.03
1729951096.56,40.1,0.679,0.0,5.02,20.8,1.135,0.0,5.77,20.8,0.852,0.0,3.23,8.0,1.638,0.0,5.55
1729951096.66,39.9,0.7,0.0,4.95,19.2,1.124,0.0,3.54,20.8,0.854,0.0,4.2,6.4,1.491,0.0,5.19
1729951096.76,40.1,0.724,0.0,4.02,20.8,1.029,0.0,4.28,19.2,0.996,0.0,3.1,8.0,1.318,0.0,4.8
1729951096.86,40.0,0.688,0.0,3.56,19.2,0.784,0.0,3.86,19.2,0.97,0.0,2.99,8.0,1.323,0.0,3.55
1729951096.96,38.5,0.733,0.0,3.91,20.8,0.866,0.0,4.18,20.8,1.108,0.0,2.68,8.0,1.438,0.0,3.86
1729951097.06,40.0,0.954,0.0,6.99,19.2,0.943,0.0,6.83,19.2,1.021,0.0,3.06,8.0,1.305,0.0,7.13
1729951097.16,41.5,0.735,0.0,5.52,20.8,0.906,0.0,5.64,20.8,1.052,0.0,5.54,8.0,1.421,0.0,5.6
1729951097.26,38.4,0.905,0.0,4.1,19.2,1.008,0.0,4.57,19.2,1.218,0.0,2.74,8.01,1.54,0.0,4.13
1729951097.36,41.6,0.938,0.0,4.22,20.8,0.976,0.0,4.6,20.8,1.102,0.0,1.06,7.99,1.82,0.0,4.09
1729951097.46,40.0,0.737,0.0,4.62,20.8,0.925,0.0,4.63,19.2,1.068,0.0,2.87,9.6,1.643,0.0,4.55
1729951097.56,40.0,0.959,0.0,5.69,19.2,0.903,0.0,6.38,20.8,0.979,0.0,3.1,6.4,1.445,0.0,5.33
1729951097.66,38.4,0.787,0.0,6.43,19.2,0.982,0.0,6.32,19.2,0.868,0.0,3.89,8.01,1.191,0.0,6.1
1729951097.76,40.0,0.8,0.0,4.15,20.8,0.955,0.0,4.01,20.8,0.972,0.0,3.4,8.0,0.96,0.0,3.42
1729951097.86,40.0,0.789,0.0,3.54,19.2,0.877,0.0,3.92,19.2,0.964,0.0,1.85,8.0,0.977,0.0,3.92
1729951097.96,40.1,0.571,0.0,3.98,20.8,0.966,0.0,3.83,20.8,0.929,0.0,2.59,8.0,0.975,0.0,4.26
1729951098.06,40.0,0.492,0.0,5.04,19.2,0.923,0.0,4.675,19.2,0.988,0.0,2.66,8.0,1.131,0.0,4.49
1729951098.16,41.6,0.507,0.0,4.38,20.8,0.992,0.0,5.52,20.8,0.799,0.0,4.33,8.0,1.258,0.0,5.03
1729951098.26,40.0,0.467,0.0,3.25,20.8,0.859,0.0,4.0,19.2,0.953,0.0,3.08,9.6,1.386,0.0,2.68
1729951098.36,40.0,0.545,0.0,4.37,19.2,0.866,0.0,3.98,20.8,0.926,0.0,2.36,6.41,1.151,0.0,4.52
1729951098.46,40.0,0.587,0.0,2.55,20.8,0.792,0.0,3.96,19.2,1.006,0.0,3.33,9.59,1.035,0.0,2.97
1729951098.56,40.0,0.424,0.0,5.65,19.2,0.75,0.0,3.94,20.8,0.837,0.0,2.19,6.4,1.011,0.0,5.5
1729951098.66,40.0,0.439,0.0,4.75,20.8,0.844,0.0,6.07,19.2,0.722,0.0,4.68,9.6,0.913,0.0,4.6
1729951098.76,40.0,0.615,0.0,4.79,19.2,0.851,0.0,4.37,20.8,0.875,0.0,3.72,6.4,0.995,0.0,4.78
1729951098.86,40.0,0.512,0.0,5.42,20.8,0.861,0.0,4.51,19.2,1.028,0.0,3.63,9.61,0.978,0.0,5.3
1729951098.96,40.0,0.578,0.0,6.05,19.2,0.836,0.0,5.21,20.8,0.968,0.0,4.65,6.4,1.363,0.0,6.31
1729951099.06,40.0,0.419,0.0,9.05,20.8,0.804,0.0,6.29,19.2,0.919,0.0,4.85,9.59,1.376,0.0,8.64
1729951099.16,40.0,0.463,0.0,7.51,19.2,0.899,0.0,8.48,20.8,0.786,0.0,8.28,6.4,1.459,0.0,7.36
1729951099.26,40.0,0.516,0.0,6.58,20.8,0.925,0.0,8.41,19.2,0.858,0.0,7.45,9.6,1.477,0.0,7.19
1729951099.36,40.0,0.6,0.0,7.377,19.2,0.905,0.0,7.82,20.8,0.984,0.0,7.02,8.0,1.553,0.0,8.39
1729951099.46,38.4,0.61,0.0,8.173,19.2,0.878,0.0,8.83,19.2,0.958,0.0,7.47,8.0,1.685,0.0,9.21
1729951099.56,41.5,0.475,0.0,8.97,20.8,0.912,0.0,9.62,20.8,0.928,0.0,8.64,6.41,1.887,0.0,9.7
1729951099.66,40.0,0.55,0.0,9.6,20.8,0.999,0.0,9.79,19.2,0.878,0.0,9.02,9.59,1.763,0.0,10.0
1729951099.76,40.0,0.62,0.0,9.24,19.2,1.037,0.0,10.2,20.8,0.995,0.0,9.13,6.41,1.801,0.0,9.21
1729951099.86,38.4,0.728,0.0,8.26,19.2,1.0,0.0,9.38,19.2,1.007,0.0,10.5,9.6,1.897,0.0,9.22
1729951099.96,41.6,0.641,0.0,8.47,20.8,0.991,0.0,10.3,20.8,1.09,0.0,2.0,6.4,2.086,0.0,10.1
1729951100.06,40.0,0.513,0.0,9.98,19.2,0.822,0.0,11.6,19.2,0.872,0.0,3.0,9.59,1.667,0.0,9.53
1729951100.16,40.1,0.531,0.0,8.69,20.8,0.979,0.0,11.1,20.8,0.765,0.0,2.52,6.4,1.526,0.0,7.63
1729951100.26,39.9,0.598,0.0,7.45,19.2,1.027,0.0,8.25,19.2,0.933,0.0,2.57,9.61,1.357,0.0,7.74
1729951100.36,40.0,0.774,0.0,7.48,20.8,1.058,0.0,3.83,19.2,0.808,0.0,2.76,7.99,1.322,0.0,8.54
1729951100.46,40.0,0.553,0.0,7.33,19.2,0.857,0.0,3.93,20.8,0.761,0.0,1.63,8.01,1.3,0.0,9.15
1729951100.56,38.5,0.494,0.0,8.14,20.8,0.779,0.0,4.15,20.8,0.778,0.0,2.79,6.4,1.295,0.0,7.39
1729951100.66,41.5,0.592,0.0,9.04,19.2,0.887,0.0,4.2,19.2,0.716,0.0,3.3,9.6,1.397,0.0,2.49
1729951100.76,40.0,1.006,0.0,2.64,20.8,1.037,0.0,4.81,20.8,0.74,0.0,2.25,8.01,1.622,0.0,2.17
1729951100.86,40.0,0.906,0.0,2.3,19.2,1.153,0.0,4.73,19.2,0.868,0.0,3.44,7.99,1.658,0.0,2.74
1729951100.96,40.0,0.691,0.0,2.19,20.8,1.005,0.0,4.88,20.8,0.816,0.0,2.41,8.0,1.438,0.0,2.83
1729951101.06,40.0,0.687,0.0,2.94,19.2,0.793,0.0,5.14,19.2,0.795,0.0,3.48,8.0,1.332,0.0,1.28
1729951101.16,40.0,0.711,0.0,1.3,19.2,0.687,0.0,4.28,20.8,0.678,0.0,2.84,6.4,1.19,0.0,1.98
1729951101.26,38.4,0.784,0.0,1.91,20.8,0.944,0.0,4.57,19.2,1.008,0.0,2.57,8.0,1.308,0.0,1.14
1729951101.36,41.6,0.829,0.0,1.33,20.8,0.97,0.0,4.09,20.8,1.024,0.0,3.61,9.6,1.523,0.0,1.97
1729951101.46,38.3,0.721,0.0,2.18,19.2,0.896,0.0,4.7,19.2,1.004,0.0,2.68,8.0,1.576,0.0,2.18
1729951101.56,41.7,0.779,0.0,2.93,20.8,0.806,0.0,4.18,20.8,0.836,0.0,3.73,6.4,1.498,0.0,2.65
1729951101.66,38.4,0.776,0.0,2.51,19.2,0.691,0.0,3.62,19.2,0.74,0.0,2.56,8.0,1.37,0.0,2.91
1729951101.76,40.0,0.846,0.0,2.33,20.8,0.875,0.0,4.03,20.8,0.763,0.0,2.25,8.0,1.184,0.0,2.28
1729951101.86,40.0,0.886,0.0,2.59,19.2,0.863,0.0,3.61,19.2,0.891,0.0,2.7,8.0,1.06,0.0,2.96
1729951101.96,40.0,0.736,0.0,3.11,20.8,0.822,0.0,3.52,20.8,0.876,0.0,3.31,8.0,0.974,0.0,2.42
1729951102.06,40.0,0.652,0.0,2.77,19.2,0.778,0.0,2.76,19.2,0.781,0.0,3.1,8.01,0.959,0.0,3.41
1729951102.16,38.4,0.557,0.0,3.4,20.8,0.669,0.0,3.63,20.8,0.718,0.0,3.19,8.0,1.009,0.0,3.01
1729951102.26,41.6,0.545,0.0,2.99,20.8,0.891,0.0,3.02,19.2,0.876,0.0,2.46,7.99,0.989,0.0,3.21
1729951102.36,40.0,0.467,0.0,3.48,19.2,0.982,0.0,3.28,20.8,0.993,0.0,2.03,8.0,1.135,0.0,2.82
1729951102.46,41.6,0.557,0.0,3.52,20.8,0.97,0.0,3.33,19.2,1.002,0.0,1.81,8.0,1.395,0.0,3.76
1729951102.56,38.4,0.632,0.0,3.45,19.2,0.92,0.0,3.37,20.8,0.996,0.0,3.28,8.0,1.625,0.0,3.88
1729951102.66,40.0,0.536,0.0,3.24,20.8,0.866,0.0,2.93,19.2,0.97,0.0,2.38,9.6,1.314,0.0,3.64
1729951102.76,40.0,0.688,0.0,3.77,19.2,1.018,0.0,2.58,20.8,0.946,0.0,2.91,6.4,1.366,0.0,3.02
1729951102.86,41.6,0.475,0.0,3.44,20.8,1.013,0.0,2.78,19.2,1.081,0.0,2.02,8.0,1.137,0.0,3.23
1729951102.96,40.0,0.61,0.0,2.78,19.2,0.917,0.0,3.24,20.8,0.969,0.0,1.81,8.0,1.206,0.0,3.0
1729951103.06,40.0,0.632,0.0,2.8,19.2,0.945,0.0,3.26,19.2,1.052,0.0,1.6,9.61,1.097,0.0,3.3
1729951103.16,40.0,0.607,0.0,3.24,20.8,0.848,0.0,3.63,20.8,0.979,0.0,0.931,6.39,1.253,0.0,3.46
1729951103.26,40.0,0.761,0.0,3.31,19.2,1.049,0.0,3.47,19.2,0.87,0.0,2.39,9.6,1.261,0.0,4.07
1729951103.36,40.0,0.531,0.0,3.6,20.8,1.066,0.0,4.65,20.8,1.103,0.0,2.2,6.41,1.626,0.0,3.54
1729951103.46,40.0,0.713,0.0,3.17,19.2,1.084,0.0,3.46,19.2,1.162,0.0,2.28,9.59,1.291,0.0,3.3
1729951103.56,40.0,0.682,0.0,2.82,20.8,0.926,0.0,3.0,20.8,1.026,0.0,1.94,6.4,1.1,0.0,3.49
1729951103.66,40.0,0.575,0.0,3.01,19.2,0.799,0.0,4.45,19.2,0.849,0.0,2.62,9.61,0.857,0.0,3.74
1729951103.76,39.9,0.591,0.0,3.35,20.8,1.093,0.0,3.86,20.8,0.798,0.0,2.76,6.4,0.827,0.0,2.67
1729951103.86,40.0,0.574,0.0,3.01,19.2,1.079,0.0,4.82,19.2,0.981,0.0,1.41,9.6,0.879,0.0,3.07
1729951103.96,38.4,0.84,0.0,2.76,20.8,0.992,0.0,3.88,20.8,1.024,0.0,2.78,6.4,0.974,0.0,3.43
1729951104.06,40.0,0.617,0.0,3.61,19.2,0.899,0.0,3.55,19.2,0.974,0.0,2.28,8.0,1.253,0.0,4.2
