Time,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay
1729951173.06,19.2,1.025,0.0,3.29,19.2,1.754,0.0,16.7,19.2,0.998,0.0,1.11,8.0,2.918,0.0,4.55
1729951173.16,20.8,1.052,0.0,1.93,20.8,2.042,0.0,19.0,20.8,1.0,0.0,1.33,8.0,3.034,0.0,1.99
1729951173.26,19.2,1.219,0.0,2.08,19.2,1.983,0.0,21.6,19.2,1.069,0.0,2.76,8.01,3.397,0.0,3.78
1729951173.36,20.8,1.028,0.0,2.09,20.8,1.854,0.0,17.5,20.8,1.065,0.0,1.37,8.0,3.34,0.0,3.3
1729951173.46,19.2,1.033,0.0,2.3,19.2,2.048,0.0,9.73,19.2,0.747,0.0,0.842,8.0,3.561,0.0,3.12
1729951173.56,20.8,1.011,0.0,2.19,20.8,1.579,0.0,10.3,20.8,0.776,0.0,0.793,7.99,3.571,0.0,3.52
1729951173.66,19.2,1.012,0.0,1.06,19.2,1.638,0.0,7.72,20.8,0.782,0.0,0.78,8.0,3.519,0.0,1.83
1729951173.76,20.8,0.841,0.0,0.81,20.8,1.549,0.0,12.8,19.2,0.663,0.0,0.785,8.0,3.162,0.0,4.43
1729951173.86,19.2,0.719,0.0,1.29,19.2,1.526,0.0,9.48,20.8,0.784,0.0,3.48,8.01,2.866,0.0,3.73
1729951173.96,20.8,1.074,0.0,1.77,20.8,1.521,0.0,10.7,19.2,0.654,0.0,5.2,8.0,2.704,0.0,3.26
1729951174.06,19.2,1.031,0.0,3.9,19.2,1.539,0.0,11.3,20.8,0.87,0.0,4.31,6.39,2.584,0.0,4.4
1729951174.16,20.8,1.014,0.0,2.74,20.8,1.516,0.0,10.3,19.2,0.774,0.0,3.61,9.6,2.44,0.0,2.28
1729951174.26,19.2,0.998,0.0,3.13,19.2,1.788,0.0,10.3,20.8,0.8,0.0,4.64,8.0,2.387,0.0,2.9
1729951174.36,20.8,0.876,0.0,3.18,20.8,1.517,0.0,9.05,19.2,0.71,0.0,4.24,8.0,2.515,0.0,1.49
1729951174.46,19.2,1.221,0.0,3.23,19.2,1.554,0.0,10.0,20.8,0.81,0.0,5.46,8.0,2.055,0.0,2.69
1729951174.56,20.8,1.194,0.0,3.28,20.8,1.507,0.0,7.67,19.2,0.723,0.0,4.83,6.41,1.699,0.0,3.23
1729951174.66,19.2,1.358,0.0,4.2,19.2,1.554,0.0,8.53,20.8,0.737,0.0,5.11,8.0,1.814,0.0,2.96
1729951174.76,20.8,1.177,0.0,3.34,20.8,1.86,0.0,9.49,19.2,0.83,0.0,5.17,9.59,1.844,0.0,4.36
1729951174.86,19.2,1.133,0.0,3.98,19.2,1.975,0.0,7.74,20.8,0.804,0.0,3.59,6.4,1.881,0.0,2.41
1729951174.96,20.8,1.3,0.0,3.57,20.8,1.927,0.0,9.53,19.2,0.966,0.0,4.93,8.0,2.361,0.0,3.11
1729951175.06,19.2,1.359,0.0,3.4,19.2,1.656,0.0,7.74,20.8,0.855,0.0,3.92,9.61,2.452,0.0,1.8
1729951175.16,20.8,1.448,0.0,4.09,20.8,2.09,0.0,8.68,19.2,0.943,0.0,2.8,6.4,2.769,0.0,2.56
1729951175.26,19.2,1.269,0.0,5.73,19.2,2.361,0.0,9.8,20.8,0.8,0.0,4.16,9.6,2.649,0.0,3.44
1729951175.36,20.8,1.066,0.0,3.82,20.8,2.182,0.0,8.74,20.8,1.075,0.0,3.29,8.0,2.384,0.0,2.77
1729951175.46,19.2,1.267,0.0,2.92,19.2,1.901,0.0,10.1,19.2,0.997,0.0,2.64,8.01,2.359,0.0,2.81
1729951175.56,19.2,1.405,0.0,3.33,19.2,1.575,0.0,9.07,20.8,0.918,0.0,1.38,7.99,2.823,0.0,1.94
1729951175.66,20.8,1.362,0.0,4.12,20.8,2.457,0.0,8.49,19.2,1.164,0.0,3.64,8.0,3.328,0.0,3.17
1729951175.76,19.2,1.137,0.0,5.52,19.2,1.763,0.0,10.4,20.8,0.981,0.0,3.21,8.0,3.522,0.0,1.63
1729951175.86,20.8,1.14,0.0,3.64,20.8,1.851,0.0,8.53,19.2,1.134,0.0,2.82,8.0,3.743,0.0,2.75
1729951175.96,19.2,1.147,0.0,2.28,20.8,1.653,0.0,10.2,19.2,1.154,0.0,3.56,8.0,3.95,0.0,3.97
1729951176.06,20.8,1.191,0.0,3.78,19.2,1.789,0.0,6.87,20.8,0.982,0.0,2.36,8.01,4.376,0.0,2.33
1729951176.16,20.7,1.184,0.0,3.08,20.8,1.736,0.0,10.9,20.8,1.052,0.0,4.04,7.99,3.83,0.0,3.72
1729951176.26,19.3,1.067,0.0,4.77,19.2,1.666,0.0,10.0,19.2,0.889,0.0,2.78,8.01,3.547,0.0,4.5
1729951176.36,20.8,0.972,0.0,3.21,20.8,2.07,0.0,9.91,20.8,1.105,0.0,4.18,7.99,3.204,0.0,5.87
1729951176.46,19.2,0.972,0.0,2.96,19.2,1.843,0.0,9.44,19.2,1.196,0.0,5.26,6.41,3.289,0.0,6.71
1729951176.56,20.8,1.086,0.0,4.09,20.8,1.859,0.0,9.14,20.8,1.013,0.0,3.57,7.99,3.358,0.0,7.99
1729951176.66,19.2,1.231,0.0,4.45,19.2,1.873,0.0,11.2,19.2,1.075,0.0,3.67,8.01,3.137,0.0,12.2
1729951176.76,20.8,1.161,0.0,7.49,20.8,1.74,0.0,8.38,19.2,1.012,0.0,3.77,7.99,3.017,0.0,14.6
1729951176.86,19.2,1.296,0.0,6.93,19.2,2.193,0.0,10.2,20.8,1.285,0.0,4.73,8.0,2.956,0.0,13.3
1729951176.96,20.8,1.429,0.0,10.6,20.8,2.15,0.0,8.44,19.2,1.268,0.0,5.15,9.61,2.771,0.0,13.8
1729951177.06,19.2,1.421,0.0,7.34,19.2,1.991,0.0,12.6,20.8,1.125,0.0,6.12,8.0,2.575,0.0,10.94
1729951177.16,20.8,1.246,0.0,7.11,20.8,2.021,0.0,9.55,19.1,1.095,0.0,5.655,7.99,2.76,0.0,8.08
1729951177.26,19.2,1.177,0.0,11.4,19.2,2.296,0.0,11.1,19.3,1.085,0.0,5.19,8.0,2.935,0.0,2.26
1729951177.36,20.8,1.222,0.0,11.6,20.8,2.231,0.0,13.4,20.8,1.129,0.0,6.73,8.0,2.808,0.0,2.55
1729951177.46,19.2,1.244,0.0,8.93,19.2,2.202,0.0,8.96,20.8,0.982,0.0,3.71,8.0,2.697,0.0,1.46
1729951177.56,20.8,1.252,0.0,9.28,20.8,1.933,0.0,10.8,19.2,1.076,0.0,5.21,8.01,2.771,0.0,2.34
1729951177.66,19.2,1.268,0.0,10.5,19.2,1.931,0.0,9.67,20.8,0.997,0.0,4.55,8.0,2.866,0.0,1.63
1729951177.76,20.8,1.145,0.0,11.1,20.8,2.045,0.0,8.58,19.2,0.817,0.0,3.89,8.0,3.195,0.0,2.47
1729951177.86,19.2,1.094,0.0,8.79,19.2,2.117,0.0,9.75,19.2,0.738,0.0,4.665,7.99,2.96,0.0,2.94
1729951177.96,20.8,0.938,0.0,3.21,19.2,2.002,0.0,9.25,20.8,0.78,0.0,5.44,8.01,2.637,0.0,2.2
1729951178.06,19.2,1.174,0.0,3.0,20.8,1.811,0.0,9.88,20.8,0.951,0.0,5.23,7.99,2.308,0.0,3.05
1729951178.16,20.8,1.056,0.0,3.38,20.8,1.553,0.0,10.1,19.2,0.815,0.0,5.02,8.0,2.158,0.0,1.7
1729951178.26,19.2,1.001,0.0,4.26,19.2,1.695,0.0,9.25,20.8,0.746,0.0,4.58,8.01,2.138,0.0,2.31
1729951178.36,20.8,1.026,0.0,5.06,20.8,1.649,0.0,11.675,19.2,0.727,0.0,3.64,7.99,2.245,0.0,1.65
1729951178.46,19.2,0.869,0.0,2.59,19.2,1.951,0.0,14.1,20.8,0.801,0.0,5.7,8.01,2.204,0.0,2.34
1729951178.56,20.8,1.247,0.0,2.7,20.8,1.921,0.0,13.4,19.2,0.863,0.0,6.59,7.99,2.282,0.0,3.655
1729951178.66,19.2,1.309,0.0,3.4,19.2,1.648,0.0,12.9,20.8,0.899,0.0,6.34,8.0,2.437,0.0,4.97
1729951178.76,20.8,1.178,0.0,3.48,19.2,1.784,0.0,15.3,19.1,0.84,0.0,6.33,8.0,2.965,0.0,2.34
1729951178.86,19.2,1.043,0.0,4.97,19.2,1.555,0.0,16.7,20.9,0.791,0.0,7.63,7.99,3.253,0.0,1.62
1729951178.96,19.2,0.984,0.0,3.39,20.8,1.684,0.0,18.1,19.2,1.024,0.0,8.67,8.01,3.412,0.0,2.56
1729951179.06,20.8,1.164,0.0,1.99,19.2,1.757,0.0,17.95,20.8,0.889,0.0,9.07,8.0,3.626,0.0,2.815
1729951179.16,19.2,1.027,0.0,2.65,20.8,1.814,0.0,17.8,19.2,0.869,0.0,8.33,8.0,3.817,0.0,3.07
1729951179.26,20.8,1.209,0.0,1.79,19.2,2.095,0.0,19.7,20.8,0.855,0.0,10.5,8.0,4.129,0.0,4.73
1729951179.36,19.2,1.179,0.0,3.9,20.8,2.042,0.0,21.0,20.8,0.807,0.0,11.7,7.99,4.157,0.0,6.39
1729951179.46,20.8,1.145,0.0,3.08,20.8,2.105,0.0,22.4,19.2,0.945,0.0,12.7,8.0,4.132,0.0,3.65
1729951179.56,19.2,1.281,0.0,2.06,19.2,1.695,0.0,18.3,19.2,0.972,0.0,11.2,8.01,3.947,0.0,3.25
1729951179.66,20.8,1.263,0.0,2.65,20.8,1.587,0.0,14.6,20.8,0.87,0.0,9.16,8.0,3.599,0.0,2.85
1729951179.76,19.2,1.065,0.0,1.23,19.2,1.679,0.0,14.3,19.2,0.733,0.0,8.42,7.99,3.502,0.0,4.88
1729951179.86,20.8,1.039,0.0,3.03,19.2,1.508,0.0,14.0,20.8,0.603,0.0,7.22,8.01,3.594,0.0,6.91
1729951179.96,19.1,0.957,0.0,2.8,20.8,1.562,0.0,10.1,20.8,0.879,0.0,6.45,7.99,3.15,0.0,1.69
1729951180.06,19.2,0.926,0.0,2.01,20.8,1.651,0.0,10.9,19.2,0.83,0.0,5.58,8.01,2.902,0.0,2.67
1729951180.16,20.8,0.902,0.0,2.64,20.8,1.555,0.0,8.11,20.8,0.778,0.0,6.59,8.0,2.78,0.0,2.13
1729951180.26,20.8,1.082,0.0,1.05,19.2,1.487,0.0,8.06,19.2,0.802,0.0,6.21,7.99,2.857,0.0,2.82
1729951180.36,19.2,0.983,0.0,1.96,20.8,1.542,0.0,7.38,19.2,0.718,0.0,6.86,8.01,2.937,0.0,3.49
1729951180.46,20.8,0.888,0.0,1.05,19.2,1.625,0.0,6.7,20.8,1.005,0.0,5.79,8.0,2.439,0.0,1.98
1729951180.56,20.8,0.971,0.0,1.53,19.2,1.636,0.0,7.64,20.8,1.013,0.0,6.15,7.99,2.014,0.0,1.98
1729951180.66,19.2,1.123,0.0,1.84,20.8,1.572,0.0,8.265,19.2,0.948,0.0,5.94,8.0,1.833,0.0,1.58
1729951180.76,19.2,1.202,0.0,1.71,19.2,1.653,0.0,8.89,20.8,0.896,0.0,4.69,6.41,1.795,0.0,2.67
1729951180.86,20.8,1.04,0.0,2.57,20.8,1.497,0.0,10.4,19.2,1.086,0.0,5.69,7.99,2.092,0.0,2.15
1729951180.96,19.2,1.076,0.0,1.13,19.2,1.658,0.0,7.84,20.8,1.153,0.0,6.25,8.0,2.03,0.0,2.4
1729951181.06,20.8,1.093,0.0,2.07,20.8,1.59,0.0,9.31,19.2,1.224,0.0,5.18,8.01,2.31,0.0,3.03
1729951181.16,19.2,1.225,0.0,1.03,19.1,1.514,0.0,8.93,20.8,1.043,0.0,5.18,8.0,2.449,0.0,2.28
1729951181.26,20.8,1.3,0.0,1.9,20.9,1.878,0.0,8.74,19.2,1.218,0.0,4.79,9.61,2.491,0.0,2.54
1729951181.36,19.2,1.257,0.0,2.04,19.2,1.581,0.0,12.2,20.8,1.059,0.0,5.86,7.99,2.691,0.0,1.49
1729951181.46,20.8,1.091,0.0,2.65,20.8,1.926,0.0,8.98,19.2,1.311,0.0,5.69,8.0,2.699,0.0,2.35
1729951181.56,19.2,0.958,0.0,1.96,19.2,1.53,0.0,10.7,20.8,1.3,0.0,6.18,8.01,2.505,0.0,1.78
1729951181.66,20.8,1.261,0.0,1.96,20.7,1.542,0.0,8.47,19.2,1.048,0.0,4.68,8.0,2.92,0.0,2.66
1729951181.76,19.2,1.194,0.0,2.01,19.3,1.81,0.0,9.09,19.2,1.13,0.0,4.97,7.99,3.19,0.0,3.02
1729951181.86,20.8,1.2,0.0,1.98,20.8,1.758,0.0,11.3,20.8,0.984,0.0,8.06,8.0,3.759,0.0,5.87
1729951181.96,19.1,1.103,0.0,1.88,19.2,2.001,0.0,8.01,19.2,1.23,0.0,5.19,8.0,3.899,0.0,5.75
1729951182.06,20.9,1.063,0.0,1.7,20.8,1.604,0.0,9.92,20.8,1.141,0.0,6.18,8.0,4.17,0.0,4.6
1729951182.16,19.1,1.103,0.0,2.8,20.8,1.607,0.0,6.88,19.2,0.917,0.0,5.08,8.0,3.888,0.0,3.45
1729951182.26,20.9,1.288,0.0,2.33,19.2,1.561,0.0,7.28,20.8,1.092,0.0,6.66,8.0,3.958,0.0,3.46
1729951182.36,19.2,1.27,0.0,2.79,20.8,1.714,0.0,3.56,20.8,1.051,0.0,9.05,8.01,3.722,0.0,6.91
1729951182.46,20.8,1.168,0.0,3.9,19.2,1.845,0.0,7.28,19.2,0.966,0.0,6.2,8.0,3.784,0.0,8.82
1729951182.56,19.2,1.072,0.0,3.77,20.8,1.714,0.0,7.74,20.8,0.976,0.0,6.78,7.99,3.723,0.0,9.72
1729951182.66,20.8,1.21,0.0,4.19,19.2,2.228,0.0,8.0,19.1,1.112,0.0,5.18,8.0,3.932,0.0,10.3
1729951182.76,19.2,1.42,0.0,5.31,20.8,1.956,0.0,16.1,20.9,1.092,0.0,7.89,8.0,3.547,0.0,12.4
1729951182.86,20.8,1.343,0.0,6.4,19.2,1.925,0.0,5.11,19.2,0.968,0.0,7.39,8.01,3.459,0.0,14.1
1729951182.96,20.8,1.215,0.0,7.05,20.8,2.04,0.0,6.83,20.8,0.958,0.0,5.64,8.0,3.122,0.0,15.8
1729951183.06,19.2,1.097,0.0,6.38,19.2,1.916,0.0,4.58,19.2,1.004,0.0,5.51,7.99,2.858,0.0,10.4
1729951183.16,20.8,1.196,0.0,5.93,20.8,2.069,0.0,8.43,19.2,1.061,0.0,5.0,8.0,2.67,0.0,3.19
1729951183.26,19.2,1.389,0.0,6.48,19.2,2.041,0.0,12.0,20.8,1.067,0.0,6.75,8.01,2.96,0.0,1.75
1729951183.36,20.8,1.328,0.0,10.5,20.8,2.167,0.0,8.05,20.8,0.995,0.0,7.04,7.99,3.079,0.0,2.61
1729951183.46,19.2,1.2,0.0,10.6,19.2,2.051,0.0,8.38,19.2,1.048,0.0,5.54,6.39,3.18,0.0,2.75
1729951183.56,20.8,1.135,0.0,10.6,20.8,2.133,0.0,8.39,19.2,0.993,0.0,6.57,9.61,3.236,0.0,1.53
1729951183.66,19.2,1.221,0.0,2.04,19.2,1.949,0.0,13.6,20.8,1.064,0.0,7.03,6.41,3.514,0.0,2.09
1729951183.76,20.8,1.336,0.0,1.72,20.8,2.036,0.0,8.72,19.2,1.196,0.0,5.23,9.59,3.871,0.0,1.63
1729951183.86,19.2,1.182,0.0,2.26,19.2,1.854,0.0,13.4,20.8,1.042,0.0,8.05,8.0,3.059,0.0,2.5
1729951183.96,19.2,0.937,0.0,2.63,19.2,1.609,0.0,8.9,20.8,0.739,0.0,5.04,6.4,2.618,0.0,2.74
1729951184.06,20.8,1.21,0.0,1.62,20.8,1.571,0.0,6.17,19.2,0.962,0.0,4.1,9.6,2.159,0.0,1.56
1729951184.16,19.2,1.105,0.0,3.59,19.2,1.106,0.0,12.5,19.2,0.96,0.0,6.0,6.4,1.91,0.0,2.53
1729951184.26,20.8,1.077,0.0,2.15,20.8,1.338,0.0,9.07,20.8,0.967,0.0,3.73,8.01,2.081,0.0,2.17
1729951184.36,19.2,0.928,0.0,2.44,19.2,1.369,0.0,15.1,20.8,1.148,0.0,8.28,7.98,2.146,0.0,3.42
1729951184.46,20.8,0.898,0.0,1.15,20.8,1.248,0.0,10.9,19.2,1.025,0.0,4.7,8.01,2.527,0.0,2.93
1729951184.56,20.8,0.89,0.0,0.818,20.8,1.572,0.0,15.0,20.8,1.355,0.0,7.37,8.01,2.769,0.0,2.53
1729951184.66,19.2,0.832,0.0,1.67,19.2,1.313,0.0,20.3,19.2,1.236,0.0,9.53,7.99,2.417,0.0,2.19
1729951184.76,20.8,0.848,0.0,3.14,20.8,1.452,0.0,13.4,20.8,1.139,0.0,5.88,8.0,2.892,0.0,1.57
1729951184.86,19.2,0.882,0.0,2.11,19.2,1.432,0.0,20.9,19.2,0.988,0.0,10.5,8.0,2.946,0.0,3.86
1729951184.96,19.2,0.868,0.0,2.66,20.8,1.714,0.0,17.5,20.8,1.072,0.0,8.56,7.95,3.244,0.0,3.47
1729951185.06,20.8,0.978,0.0,2.49,19.2,1.617,0.0,21.1,19.2,1.015,0.0,10.3,8.06,3.234,0.0,2.71
1729951185.16,20.8,0.966,0.0,1.78,20.8,1.566,0.0,19.5,19.2,0.973,0.0,10.2,8.01,3.315,0.0,3.92
1729951185.26,19.2,0.986,0.0,2.14,19.2,1.61,0.0,20.9,20.8,1.064,0.0,10.9,7.99,3.41,0.0,1.8
1729951185.36,20.8,1.043,0.0,1.14,20.8,1.451,0.0,15.5,19.2,1.024,0.0,11.8,8.01,3.355,0.0,3.26
1729951185.46,19.2,0.921,0.0,2.77,19.2,1.372,0.0,2.19,20.8,0.889,0.0,7.39,7.99,3.475,0.0,2.71
1729951185.56,20.8,0.822,0.0,1.63,20.8,1.478,0.0,6.12,20.8,1.02,0.0,5.06,8.0,3.229,0.0,2.18
1729951185.66,19.2,0.677,0.0,2.03,19.2,1.381,0.0,4.84,19.2,1.016,0.0,5.04,8.0,3.129,0.0,2.53
1729951185.76,20.8,0.9,0.0,2.12,20.8,1.248,0.0,7.86,19.2,0.876,0.0,4.41,8.0,2.879,0.0,1.62
1729951185.86,19.2,0.935,0.0,1.67,19.2,1.146,0.0,11.6,20.8,0.725,0.0,6.5,8.0,2.592,0.0,3.72
1729951185.96,20.8,0.818,0.0,3.38,20.8,1.174,0.0,5.81,19.2,0.724,0.0,3.87,8.0,2.611,0.0,2.86
1729951186.06,19.2,0.815,0.0,1.94,19.2,1.473,0.0,8.82,20.8,1.066,0.0,4.19,8.01,2.321,0.0,2.14
1729951186.16,20.8,0.869,0.0,2.35,20.8,1.489,0.0,5.52,19.2,0.934,0.0,4.47,8.0,2.201,0.0,2.73
1729951186.26,19.2,0.971,0.0,2.19,19.2,1.748,0.0,7.44,19.2,0.942,0.0,4.44,8.0,2.455,0.0,1.39
1729951186.36,20.8,0.965,0.0,2.93,20.8,1.575,0.0,7.82,20.8,0.997,0.0,4.55,9.6,2.769,0.0,2.76
1729951186.46,19.2,1.001,0.0,3.68,19.2,1.87,0.0,7.84,20.8,1.004,0.0,4.4,8.0,2.878,0.0,2.6
1729951186.56,19.2,0.927,0.0,2.25,20.8,1.834,0.0,7.6,19.2,0.904,0.0,4.05,8.0,2.342,0.0,2.3
1729951186.66,20.7,0.879,0.0,3.41,19.2,1.725,0.0,7.99,20.8,1.008,0.0,3.43,8.0,2.038,0.0,2.67
1729951186.76,20.9,1.02,0.0,1.52,20.8,1.521,0.0,6.44,20.8,0.847,0.0,4.16,8.0,1.815,0.0,1.46
1729951186.86,19.2,1.07,0.0,3.09,19.2,1.675,0.0,7.0,19.2,0.867,0.0,4.48,8.01,2.573,0.0,2.76
1729951186.96,20.8,1.233,0.0,2.24,20.8,1.709,0.0,6.71,20.8,0.973,0.0,3.44,7.99,2.664,0.0,2.15
1729951187.06,19.2,1.044,0.0,3.45,19.2,1.911,0.0,6.13,19.2,0.866,0.0,3.79,8.0,2.844,0.0,2.5
1729951187.16,20.8,0.943,0.0,2.07,20.8,1.676,0.0,3.07,20.8,0.942,0.0,3.26,8.0,2.828,0.0,2.82
1729951187.26,19.2,1.112,0.0,1.96,19.2,1.649,0.0,3.79,19.2,0.936,0.0,3.96,8.01,2.438,0.0,1.54
1729951187.36,20.8,1.089,0.0,2.41,20.8,1.591,0.0,4.17,20.8,0.932,0.0,4.4,8.0,2.555,0.0,2.2
1729951187.46,19.2,1.194,0.0,5.74,19.2,1.999,0.0,3.81,19.2,1.06,0.0,3.25,7.99,2.408,0.0,1.54
1729951187.56,20.8,0.991,0.0,3.49,20.8,2.072,0.0,6.51,20.8,0.904,0.0,3.46,8.0,2.534,0.0,3.03
1729951187.66,19.2,1.045,0.0,2.56,19.2,2.056,0.0,2.89,19.2,0.981,0.0,1.98,8.01,2.455,0.0,3.18
1729951187.76,20.8,1.156,0.0,2.3,20.8,2.119,0.0,6.02,19.2,0.966,0.0,3.25,8.0,2.773,0.0,2.67
1729951187.86,19.2,1.431,0.0,5.64,19.2,2.001,0.0,4.54,20.8,1.093,0.0,2.16,8.01,2.911,0.0,3.9
1729951187.96,20.8,1.231,0.0,1.76,20.8,2.1,0.0,5.82,19.2,0.955,0.0,3.01,7.99,3.381,0.0,1.57
1729951188.06,19.2,1.056,0.0,2.87,19.2,2.042,0.0,8.05,20.8,0.811,0.0,2.47,8.01,3.341,0.0,3.19
1729951188.16,20.8,1.065,0.0,2.16,20.8,2.014,0.0,4.97,19.2,1.073,0.0,2.47,8.0,2.731,0.0,2.85
1729951188.26,19.2,1.169,0.0,2.54,19.2,1.566,0.0,6.2,20.8,0.952,0.0,2.87,8.0,2.429,0.0,2.09
1729951188.36,19.2,1.111,0.0,2.64,19.2,1.292,0.0,2.51,19.2,0.972,0.0,2.09,7.99,2.328,0.0,5.91
1729951188.46,20.8,1.037,0.0,2.74,20.8,1.529,0.0,4.86,20.8,0.815,0.0,3.28,8.01,2.564,0.0,5.9
1729951188.56,19.2,0.809,0.0,5.47,19.2,1.272,0.0,5.22,19.2,0.882,0.0,3.09,6.4,2.572,0.0,9.52
1729951188.66,20.8,0.728,0.0,4.77,20.8,1.691,0.0,6.53,20.8,1.302,0.0,3.07,8.0,2.545,0.0,10.4
1729951188.76,19.2,0.735,0.0,5.14,20.8,1.44,0.0,8.7,19.2,1.155,0.0,3.05,8.01,2.71,0.0,10.5
1729951188.86,20.8,0.768,0.0,6.17,19.2,1.729,0.0,7.97,20.8,1.069,0.0,2.35,7.99,2.806,0.0,17.5
1729951188.96,20.8,0.824,0.0,7.2,20.8,1.538,0.0,9.21,19.2,0.945,0.0,3.24,8.02,2.448,0.0,14.8
1729951189.06,19.2,0.759,0.0,7.69,19.2,1.572,0.0,5.62,20.8,0.952,0.0,2.0,7.99,2.471,0.0,17.7
1729951189.16,20.8,0.902,0.0,8.18,20.8,1.48,0.0,9.15,19.2,1.147,0.0,3.16,7.99,2.666,0.0,6.99
1729951189.26,19.2,0.755,0.0,9.18,19.2,1.483,0.0,12.5,20.8,1.151,0.0,4.39,8.01,2.634,0.0,2.25
1729951189.36,20.8,0.827,0.0,7.51,20.8,1.401,0.0,7.58,19.2,0.969,0.0,2.72,8.0,2.661,0.0,5.12
1729951189.46,19.2,1.093,0.0,8.33,19.2,1.686,0.0,9.91,20.7,0.893,0.0,2.44,7.99,2.827,0.0,2.59
1729951189.56,20.8,0.988,0.0,9.4,20.8,1.591,0.0,7.96,19.3,0.997,0.0,3.0,8.0,2.987,0.0,2.9
1729951189.66,19.2,0.918,0.0,11.2,19.2,1.685,0.0,10.9,20.8,1.162,0.0,4.11,8.0,2.977,0.0,2.53
1729951189.76,20.8,0.7,0.0,7.24,20.8,1.545,0.0,9.16,19.2,1.178,0.0,3.43,8.0,2.934,0.0,2.96
1729951189.86,19.2,0.957,0.0,5.767,19.2,1.572,0.0,7.76,20.8,0.999,0.0,1.62,9.6,2.937,0.0,3.06
1729951189.96,20.8,0.905,0.0,4.293,20.8,1.205,0.0,7.9,19.2,0.95,0.0,1.94,8.0,2.383,0.0,2.47
1729951190.06,19.2,0.794,0.0,2.82,19.2,1.414,0.0,8.14,20.8,0.726,0.0,2.99,6.4,2.382,0.0,2.15
1729951190.16,20.8,0.797,0.0,2.73,20.8,1.42,0.0,10.7,19.2,0.933,0.0,3.69,9.61,2.138,0.0,2.3
1729951190.26,19.2,0.738,0.0,4.39,19.2,1.289,0.0,11.2,20.8,0.905,0.0,4.41,7.99,1.911,0.0,1.55
1729951190.36,20.8,0.978,0.0,3.23,20.8,1.682,0.0,10.7,19.2,0.902,0.0,4.19,8.01,2.283,0.0,3.16
1729951190.46,19.2,1.008,0.0,1.74,19.2,1.571,0.0,17.2,20.8,0.976,0.0,5.74,7.99,2.333,0.0,1.63
1729951190.56,20.8,1.032,0.0,2.95,20.8,1.703,0.0,13.9,19.2,0.727,0.0,6.14,8.0,2.836,0.0,2.53
1729951190.66,19.2,0.948,0.0,3.55,19.2,1.718,0.0,19.7,19.2,0.87,0.0,6.92,8.01,2.8,0.0,2.89
1729951190.76,20.8,1.019,0.0,2.02,20.8,1.736,0.0,16.7,20.8,0.838,0.0,7.6,7.99,3.084,0.0,1.56
1729951190.86,19.2,1.1,0.0,1.29,19.2,1.781,0.0,19.4,20.8,0.763,0.0,8.69,8.0,3.183,0.0,2.58
1729951190.96,20.8,1.057,0.0,1.16,20.8,1.739,0.0,18.9,20.8,0.669,0.0,9.67,6.4,3.515,0.0,2.24
1729951191.06,19.2,1.289,0.0,1.88,19.2,2.251,0.0,20.6,19.2,0.727,0.0,10.0,9.6,4.036,0.0,2.72
1729951191.16,20.8,1.087,0.0,3.25,20.8,2.111,0.0,23.8,20.8,0.767,0.0,0.89,8.0,3.965,0.0,3.83
1729951191.26,19.2,1.081,0.0,2.19,19.2,2.077,0.0,17.1,19.2,0.781,0.0,11.4,7.99,3.82,0.0,1.6
1729951191.36,20.8,1.071,0.0,2.11,20.8,1.671,0.0,15.6,20.8,0.727,0.0,7.98,8.02,3.638,0.0,2.9
1729951191.46,19.2,1.106,0.0,1.4,19.2,1.59,0.0,4.91,19.2,0.69,0.0,2.17,8.0,3.574,0.0,2.12
1729951191.56,20.8,1.038,0.0,1.84,20.8,1.778,0.0,6.94,19.2,0.827,0.0,2.55,7.99,3.5,0.0,2.55
1729951191.66,19.2,0.93,0.0,1.39,19.2,1.904,0.0,7.06,20.8,0.683,0.0,3.18,8.0,3.029,0.0,3.07
1729951191.76,20.8,0.804,0.0,1.82,20.8,1.672,0.0,5.86,19.2,0.766,0.0,3.68,8.0,2.826,0.0,2.17
1729951191.86,19.2,0.993,0.0,2.18,19.2,1.684,0.0,11.0,20.8,0.833,0.0,4.67,8.01,2.452,0.0,2.99
1729951191.96,20.8,1.019,0.0,1.94,20.8,1.825,0.0,4.58,19.2,0.734,0.0,3.55,8.0,2.379,0.0,1.75
1729951192.06,19.2,1.417,0.0,2.83,19.2,1.603,0.0,5.93,20.8,0.733,0.0,3.87,8.0,2.381,0.0,5.3
1729951192.16,20.8,1.235,0.0,1.29,20.8,2.016,0.0,3.68,19.2,0.8,0.0,4.1,7.99,2.451,0.0,2.18
1729951192.26,19.2,1.278,0.0,2.29,19.2,2.03,0.0,8.88,20.8,0.842,0.0,4.33,8.01,2.461,0.0,2.73
1729951192.36,20.8,1.477,0.0,1.24,20.8,2.039,0.0,7.93,19.2,0.965,0.0,4.14,8.0,2.098,0.0,2.74
1729951192.46,19.2,1.401,0.0,2.44,19.2,1.747,0.0,6.24,20.8,0.875,0.0,3.09,7.99,1.905,0.0,1.52
