Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay
1729951678.57,9.6,1.858,0.0,10.3,40.0,0.784,0.0,9.78,20.8,0.868,0.0,10.4,20.8,1.766,0.0,12.9
1729951678.67,8.0,1.852,0.0,10.4,40.0,0.705,0.0,10.9,19.2,0.817,0.0,11.0,20.8,1.886,0.0,9.73
1729951678.77,8.0,1.967,0.0,10.4,38.4,0.886,0.0,11.2,20.8,0.872,0.0,1.44,19.2,1.515,0.0,8.41
1729951678.87,6.4,1.934,0.0,12.6,40.0,0.898,0.0,1.25,19.2,0.933,0.0,1.18,20.8,1.8,0.0,11.5
1729951678.97,8.0,1.751,0.0,11.1,41.6,0.894,0.0,3.04,20.8,0.985,0.0,1.23,20.8,1.771,0.0,12.2
1729951679.07,9.6,1.649,0.0,7.95,40.0,0.733,0.0,2.04,19.2,0.87,0.0,1.29,19.2,1.591,0.0,12.5
1729951679.17,6.4,1.535,0.0,4.99,38.4,0.637,0.0,2.3,20.8,0.731,0.0,1.55,20.8,1.504,0.0,5.35
1729951679.27,9.6,1.705,0.0,6.47,41.6,0.745,0.0,2.4,20.8,0.854,0.0,0.837,19.2,1.603,0.0,6.49
1729951679.37,6.4,1.52,0.0,4.06,38.4,0.607,0.0,1.46,19.2,0.86,0.0,1.048,20.8,1.587,0.0,11.4
1729951679.47,8.0,1.498,0.0,4.09,41.6,0.756,0.0,2.11,20.8,0.84,0.0,1.26,19.2,1.366,0.0,7.5
1729951679.57,8.0,1.502,0.0,4.72,38.4,0.486,0.0,0.76,19.2,0.743,0.0,0.723,20.8,1.46,0.0,8.8
1729951679.67,8.0,1.659,0.0,3.27,41.6,0.741,0.0,2.7,20.8,0.71,0.0,3.15,19.2,1.259,0.0,7.44
1729951679.77,8.0,1.541,0.0,7.25,40.0,0.53,0.0,3.64,19.2,0.77,0.0,2.87,20.8,1.375,0.0,7.06
1729951679.87,8.0,1.309,0.0,3.59,40.0,0.635,0.0,2.23,20.8,0.825,0.0,2.665,19.2,1.298,0.0,11.4
1729951679.97,8.0,1.119,0.0,4.04,40.0,0.452,0.0,2.98,19.2,0.931,0.0,2.46,20.8,1.308,0.0,7.18
1729951680.07,8.0,1.029,0.0,4.62,40.1,0.407,0.0,1.38,20.8,0.738,0.0,1.8,19.2,1.299,0.0,10.1
1729951680.17,8.0,1.045,0.0,3.61,38.4,0.671,0.0,1.61,19.2,0.692,0.0,2.35,20.8,1.176,0.0,10.3
1729951680.27,8.0,1.038,0.0,7.74,41.6,0.493,0.0,5.11,20.8,0.704,0.0,2.9,19.2,1.275,0.0,10.5
1729951680.37,8.0,1.193,0.0,3.36,40.1,0.545,0.0,2.05,19.2,0.912,0.0,4.61,20.8,1.37,0.0,14.4
1729951680.47,8.0,1.2,0.0,7.09,40.0,0.484,0.0,2.27,20.8,1.021,0.0,3.14,19.2,1.659,0.0,12.6
1729951680.57,8.0,1.374,0.0,4.0,39.8,0.629,0.0,2.14,19.2,0.992,0.0,3.89,20.8,1.513,0.0,12.0
1729951680.67,9.6,1.702,0.0,4.63,40.2,0.582,0.0,3.62,20.8,0.925,0.0,3.15,19.2,1.482,0.0,3.02
1729951680.77,8.0,1.434,0.0,6.28,40.0,0.533,0.0,5.94,19.2,0.848,0.0,4.01,20.8,1.789,0.0,2.47
1729951680.87,6.4,1.363,0.0,3.35,40.0,0.598,0.0,2.53,20.8,1.033,0.0,5.54,19.2,1.66,0.0,4.12
1729951680.97,9.56,1.477,0.0,7.43,40.0,0.697,0.0,3.03,19.2,1.181,0.0,3.88,20.8,1.77,0.0,2.13
1729951681.07,8.02,1.537,0.0,2.88,40.0,0.679,0.0,1.88,20.8,1.103,0.0,5.17,20.8,1.703,0.0,4.15
1729951681.17,6.4,1.535,0.0,5.36,40.0,0.522,0.0,5.05,19.2,0.967,0.0,2.14,19.2,1.616,0.0,2.38
1729951681.27,9.6,1.55,0.0,3.25,40.0,0.578,0.0,1.58,19.2,0.78,0.0,4.46,19.2,1.614,0.0,2.2
1729951681.37,6.4,1.867,0.0,3.7,40.0,0.684,0.0,3.02,20.8,1.107,0.0,2.23,20.8,1.727,0.0,3.15
1729951681.47,8.0,2.143,0.0,6.88,40.0,0.742,0.0,5.97,19.2,1.247,0.0,2.26,19.2,1.936,0.0,1.77
1729951681.57,8.0,1.789,0.0,6.7,40.0,0.701,0.0,1.85,20.8,1.252,0.0,5.37,20.8,1.889,0.0,5.02
1729951681.67,8.0,1.71,0.0,4.25,40.0,0.655,0.0,2.13,19.2,0.975,0.0,4.75,19.2,1.735,0.0,4.67
1729951681.77,8.0,1.415,0.0,2.99,40.0,0.569,0.0,1.64,20.8,0.819,0.0,2.94,20.8,1.661,0.0,3.06
1729951681.87,8.0,1.481,0.0,3.86,40.0,0.674,0.0,3.69,19.2,0.963,0.0,1.23,19.2,1.852,0.0,3.05
1729951681.97,8.0,1.461,0.0,7.29,40.0,0.691,0.0,5.45,20.8,1.083,0.0,2.97,20.8,2.003,0.0,2.52
1729951682.07,9.6,1.582,0.0,3.1,40.0,0.794,0.0,3.3,19.2,0.833,0.0,4.54,19.2,2.014,0.0,6.42
1729951682.17,6.4,1.779,0.0,4.61,40.0,0.728,0.0,3.81,20.8,0.726,0.0,1.76,20.8,1.93,0.0,2.18
1729951682.27,8.0,1.96,0.0,3.54,40.0,0.735,0.0,3.09,20.8,0.832,0.0,1.58,19.2,1.786,0.0,2.91
1729951682.37,8.01,1.661,0.0,5.66,40.0,0.763,0.0,4.8,19.2,0.806,0.0,1.66,20.8,2.026,0.0,1.8
1729951682.47,7.99,1.395,0.0,6.93,40.0,0.698,0.0,6.89,20.8,0.919,0.0,3.9,19.2,2.077,0.0,3.58
1729951682.57,8.0,1.186,0.0,4.51,40.0,0.819,0.0,4.39,19.2,0.94,0.0,5.12,20.8,1.823,0.0,5.37
1729951682.67,8.0,0.974,0.0,4.65,40.0,0.72,0.0,3.91,20.8,0.725,0.0,4.1,19.2,1.377,0.0,2.31
1729951682.77,8.0,0.948,0.0,3.67,40.0,0.567,0.0,3.61,19.3,0.711,0.0,2.77,20.7,1.343,0.0,2.24
1729951682.87,8.0,0.988,0.0,4.98,40.0,0.653,0.0,4.63,20.8,0.584,0.0,2.21,19.2,1.337,0.0,2.09
1729951682.97,8.0,1.162,0.0,5.17,40.0,0.654,0.0,5.68,19.2,0.777,0.0,2.87,19.2,1.134,0.0,3.18
1729951683.07,8.0,1.294,0.0,3.84,40.0,0.845,0.0,4.37,20.8,0.724,0.0,2.92,20.8,1.231,0.0,3.31
1729951683.17,8.0,1.696,0.0,6.46,40.0,0.72,0.0,7.53,19.2,0.692,0.0,3.7,20.8,1.156,0.0,3.53
1729951683.27,8.0,1.596,0.0,4.26,40.0,0.747,0.0,3.96,20.8,0.602,0.0,6.08,19.2,1.157,0.0,6.33
1729951683.37,8.0,1.569,0.0,7.66,38.4,0.728,0.0,7.98,19.2,0.578,0.0,3.03,20.8,1.106,0.0,3.22
1729951683.47,8.0,1.561,0.0,9.1,41.6,0.676,0.0,9.14,20.8,0.799,0.0,6.34,19.2,1.164,0.0,7.75
1729951683.57,8.0,1.744,0.0,7.77,38.4,0.745,0.0,7.13,19.2,0.85,0.0,7.83,20.8,1.389,0.0,10.5
1729951683.67,8.0,1.648,0.0,9.06,41.6,0.771,0.0,9.15,19.2,1.106,0.0,6.44,19.2,1.537,0.0,6.68
1729951683.77,7.92,1.532,0.0,5.1,40.0,0.512,0.0,5.61,20.8,0.897,0.0,8.72,20.8,1.234,0.0,9.69
1729951683.87,8.08,1.539,0.0,7.03,38.4,0.339,0.0,6.875,20.8,0.673,0.0,5.07,19.2,1.192,0.0,3.77
1729951683.97,8.0,1.684,0.0,7.96,41.6,0.361,0.0,8.14,19.2,0.849,0.0,5.18,20.8,1.357,0.0,4.87
1729951684.07,7.99,1.526,0.0,8.37,40.0,0.584,0.0,8.53,20.8,0.892,0.0,6.32,19.2,1.418,0.0,6.68
1729951684.17,8.0,1.453,0.0,7.51,41.6,0.425,0.0,9.05,19.2,0.849,0.0,7.56,20.8,1.286,0.0,7.52
1729951684.27,8.0,1.537,0.0,7.78,38.4,0.442,0.0,7.88,20.8,0.776,0.0,6.94,19.2,1.333,0.0,7.53
1729951684.37,8.0,1.51,0.0,8.45,40.0,0.469,0.0,8.7,19.2,0.868,0.0,6.99,20.8,1.236,0.0,7.02
1729951684.47,8.0,1.592,0.0,9.1,40.0,0.472,0.0,9.52,19.2,0.928,0.0,7.67,19.2,1.438,0.0,8.48
1729951684.57,8.0,1.611,0.0,10.9,41.6,0.658,0.0,11.6,20.8,1.096,0.0,8.97,20.8,2.164,0.0,10.7
1729951684.67,8.0,1.691,0.0,11.2,38.4,0.526,0.0,11.4,20.8,1.223,0.0,10.3,19.2,1.887,0.0,11.9
1729951684.77,8.01,1.774,0.0,7.72,40.0,0.581,0.0,11.2,19.2,1.131,0.0,0.803,20.8,1.744,0.0,11.4
1729951684.87,7.99,1.963,0.0,2.45,40.0,0.609,0.0,6.83,20.8,0.995,0.0,10.9,19.2,1.789,0.0,10.8
1729951684.97,8.0,1.786,0.0,2.45,40.0,0.607,0.0,2.46,19.2,1.12,0.0,2.54,20.8,1.996,0.0,9.32
1729951685.07,8.0,1.527,0.0,3.01,40.0,0.489,0.0,3.1,20.8,1.13,0.0,2.62,19.2,2.008,0.0,8.83
1729951685.17,8.0,1.443,0.0,1.24,40.1,0.466,0.0,2.0,19.2,1.027,0.0,3.66,20.8,1.66,0.0,9.11
1729951685.27,8.01,1.323,0.0,2.79,39.9,0.443,0.0,3.68,20.8,0.958,0.0,2.11,19.2,1.678,0.0,9.16
1729951685.37,7.99,1.396,0.0,1.6,40.0,0.522,0.0,3.48,19.2,0.88,0.0,4.3,20.8,1.426,0.0,10.9
1729951685.47,9.6,1.455,0.0,4.0,40.0,0.591,0.0,3.28,20.8,1.125,0.0,2.94,19.2,1.777,0.0,11.2
1729951685.57,8.0,1.489,0.0,2.87,40.0,0.618,0.0,4.36,19.2,1.179,0.0,2.51,20.8,2.099,0.0,11.3
1729951685.67,8.0,1.695,0.0,2.29,40.0,0.649,0.0,2.61,20.8,1.232,0.0,3.98,19.2,1.95,0.0,12.3
1729951685.77,6.41,1.888,0.0,3.35,40.0,0.492,0.0,3.065,19.2,1.071,0.0,1.97,20.8,1.628,0.0,11.4
1729951685.87,9.59,1.478,0.0,2.5,40.0,0.533,0.0,3.52,19.2,0.843,0.0,1.77,19.2,1.665,0.0,10.9
1729951685.97,8.0,1.196,0.0,3.22,40.0,0.63,0.0,3.505,20.8,1.137,0.0,1.6,20.8,1.597,0.0,12.6
1729951686.07,8.0,1.017,0.0,1.8,40.0,0.607,0.0,3.49,19.2,0.915,0.0,2.39,19.2,1.753,0.0,14.1
1729951686.17,6.4,0.939,0.0,2.78,40.0,0.671,0.0,2.94,20.8,0.927,0.0,1.35,20.8,1.573,0.0,1.91
1729951686.27,8.0,0.938,0.0,4.02,41.6,0.53,0.0,2.35,19.2,0.708,0.0,2.19,19.2,1.645,0.0,3.05
1729951686.37,8.0,1.073,0.0,2.18,38.4,0.56,0.0,3.11,20.8,0.607,0.0,2.1,20.8,1.643,0.0,2.0
1729951686.47,8.0,1.299,0.0,3.38,41.6,0.678,0.0,1.4,19.2,0.696,0.0,0.903,19.2,1.787,0.0,1.74
1729951686.57,9.59,1.414,0.0,2.24,40.0,0.559,0.0,3.25,20.8,0.751,0.0,1.12,20.8,1.982,0.0,2.05
1729951686.67,8.0,1.201,0.0,2.76,38.4,0.79,0.0,1.58,20.8,0.805,0.0,0.965,19.2,1.733,0.0,1.86
1729951686.77,6.4,1.147,0.0,1.86,40.0,0.646,0.0,2.36,19.2,0.842,0.0,1.59,20.8,1.614,0.0,2.89
1729951686.87,9.6,1.04,0.0,1.88,40.0,0.589,0.0,1.73,20.8,0.717,0.0,0.836,19.2,1.572,0.0,1.95
1729951686.97,6.4,1.224,0.0,3.43,41.6,0.675,0.0,1.04,19.2,0.613,0.0,1.37,19.2,1.766,0.0,2.25
1729951687.07,9.6,1.201,0.0,2.03,40.0,0.621,0.0,2.97,20.8,0.753,0.0,1.2,20.8,1.796,0.0,1.95
1729951687.17,8.0,1.346,0.0,3.53,38.4,0.736,0.0,1.43,19.2,0.843,0.0,1.0,19.2,1.362,0.0,1.76
1729951687.27,6.4,1.482,0.0,2.54,40.0,0.787,0.0,3.17,20.8,0.79,0.0,1.3,20.8,1.399,0.0,2.31
1729951687.37,8.0,1.861,0.0,2.92,41.6,0.714,0.0,2.13,19.2,0.862,0.0,0.945,19.2,1.484,0.0,1.91
1729951687.47,9.6,1.496,0.0,2.78,40.0,0.83,0.0,1.73,20.7,0.71,0.0,1.74,20.8,1.575,0.0,3.43
1729951687.57,6.4,1.512,0.0,2.94,38.4,0.777,0.0,1.52,19.3,0.923,0.0,0.94,20.8,1.542,0.0,1.94
1729951687.67,8.0,1.471,0.0,3.1,40.0,0.904,0.0,2.04,19.2,0.975,0.0,1.23,19.2,1.518,0.0,2.86
1729951687.77,8.0,1.419,0.0,1.68,40.0,0.827,0.0,2.15,20.8,0.856,0.0,0.865,20.8,1.475,0.0,2.13
1729951687.87,8.0,1.366,0.0,2.65,40.0,0.708,0.0,1.36,19.2,0.739,0.0,3.35,19.2,1.385,0.0,2.21
1729951687.97,8.0,1.474,0.0,2.95,40.0,0.801,0.0,2.0,20.8,0.652,0.0,3.45,20.8,1.465,0.0,3.28
1729951688.07,8.0,1.554,0.0,2.725,38.4,0.541,0.0,1.36,20.8,1.041,0.0,5.1,19.2,1.534,0.0,2.28
1729951688.17,8.0,1.68,0.0,2.5,40.0,0.534,0.0,1.32,19.2,1.112,0.0,2.7,20.8,1.514,0.0,3.53
1729951688.27,8.0,1.77,0.0,1.47,41.5,0.469,0.0,1.91,20.8,1.086,0.0,4.18,19.2,1.909,0.0,3.06
1729951688.37,8.01,1.639,0.0,2.4,41.6,0.395,0.0,1.43,19.2,0.883,0.0,3.22,20.8,1.494,0.0,2.69
1729951688.47,7.99,1.411,0.0,1.5,40.0,0.409,0.0,2.18,19.2,0.725,0.0,4.02,19.2,1.931,0.0,2.97
1729951688.57,8.0,1.128,0.0,2.05,38.4,0.393,0.0,1.1,20.8,0.951,0.0,3.46,20.8,1.612,0.0,2.1
1729951688.67,8.0,1.096,0.0,2.6,41.6,0.345,0.0,2.11,19.2,0.99,0.0,3.25,19.2,1.552,0.0,3.15
1729951688.77,8.0,1.016,0.0,1.35,38.4,0.464,0.0,1.23,20.8,0.875,0.0,3.44,20.8,1.421,0.0,1.96
1729951688.87,8.0,1.081,0.0,2.49,40.0,0.442,0.0,1.6,19.2,0.719,0.0,1.9,19.2,1.27,0.0,2.99
1729951688.97,8.0,1.068,0.0,1.61,41.6,0.463,0.0,1.7,20.8,0.672,0.0,3.29,20.8,1.337,0.0,2.09
1729951689.07,8.0,1.311,0.0,2.665,40.0,0.448,0.0,1.57,19.2,0.9,0.0,1.93,19.2,1.782,0.0,2.99
1729951689.17,8.0,1.456,0.0,3.72,38.4,0.494,0.0,2.95,20.8,1.015,0.0,3.74,20.8,1.772,0.0,3.59
1729951689.27,8.0,1.28,0.0,4.09,41.6,0.466,0.0,3.53,19.2,1.0,0.0,4.92,19.2,1.865,0.0,5.11
1729951689.37,8.0,1.127,0.0,4.48,40.0,0.423,0.0,4.11,20.8,0.871,0.0,4.08,20.8,1.295,0.0,5.42
1729951689.47,8.0,1.001,0.0,3.37,40.0,0.537,0.0,2.07,19.2,0.632,0.0,3.8,19.2,1.352,0.0,5.43
1729951689.57,8.0,0.969,0.0,2.79,40.0,0.477,0.0,3.34,20.8,1.055,0.0,2.89,20.8,1.654,0.0,5.54
1729951689.67,9.6,0.971,0.0,4.45,40.0,0.418,0.0,3.1,19.2,0.946,0.0,4.69,19.2,1.453,0.0,4.08
1729951689.77,6.4,1.107,0.0,4.88,39.9,0.499,0.0,4.59,20.8,0.812,0.0,5.36,20.8,1.565,0.0,5.4
1729951689.87,8.0,1.181,0.0,5.86,40.1,0.541,0.0,5.23,19.2,0.75,0.0,5.61,19.2,1.203,0.0,6.6
1729951689.97,8.0,1.402,0.0,6.55,40.0,0.496,0.0,5.49,20.8,0.792,0.0,7.24,20.8,1.683,0.0,12.9
1729951690.07,8.0,1.398,0.0,6.8,40.0,0.549,0.0,6.66,19.2,1.075,0.0,7.33,19.2,1.593,0.0,7.71
1729951690.17,8.0,1.405,0.0,6.91,40.0,0.526,0.0,6.2,20.8,0.979,0.0,6.19,20.8,1.563,0.0,8.24
1729951690.27,8.0,1.485,0.0,7.68,40.0,0.575,0.0,7.3,19.2,0.844,0.0,7.06,19.2,1.493,0.0,9.64
1729951690.37,9.6,1.464,0.0,8.15,38.4,0.783,0.0,8.05,20.8,0.834,0.0,6.85,19.2,1.589,0.0,9.93
1729951690.47,6.4,1.699,0.0,8.55,41.6,0.567,0.0,9.44,19.2,0.613,0.0,7.85,20.8,1.535,0.0,18.4
1729951690.57,9.6,1.627,0.0,8.51,38.4,0.657,0.0,1.26,19.2,0.704,0.0,9.18,19.2,1.736,0.0,11.4
1729951690.67,8.0,1.761,0.0,10.8,41.6,0.709,0.0,0.85,20.8,0.762,0.0,11.0,20.8,2.068,0.0,14.0
1729951690.77,8.0,1.893,0.0,11.4,40.0,0.598,0.0,0.853,20.8,0.709,0.0,6.83,19.2,1.871,0.0,14.0
1729951690.87,8.0,1.958,0.0,10.9,38.4,0.773,0.0,2.74,19.2,0.692,0.0,2.44,19.2,1.7,0.0,11.0
1729951690.97,8.0,1.677,0.0,8.39,41.6,0.531,0.0,3.99,20.8,0.717,0.0,3.26,20.8,1.549,0.0,16.1
1729951691.07,8.0,1.525,0.0,3.73,40.0,0.687,0.0,2.19,20.8,0.523,0.0,2.25,20.8,1.593,0.0,8.59
1729951691.17,8.0,1.524,0.0,4.66,38.4,0.677,0.0,2.94,19.2,0.679,0.0,2.36,19.2,1.758,0.0,11.9
1729951691.27,8.0,1.49,0.0,4.15,40.0,0.673,0.0,1.26,20.8,0.661,0.0,1.33,20.8,1.505,0.0,12.4
1729951691.37,8.0,1.729,0.0,4.13,40.0,0.87,0.0,1.78,19.2,0.682,0.0,2.39,19.2,2.054,0.0,11.8
1729951691.47,6.4,1.719,0.0,4.64,41.6,0.689,0.0,1.91,20.8,0.749,0.0,1.52,20.8,1.621,0.0,16.7
1729951691.57,8.0,1.956,0.0,2.86,40.0,0.862,0.0,1.75,19.2,0.659,0.0,1.39,19.2,1.523,0.0,11.6
1729951691.67,8.0,2.075,0.0,4.51,40.0,0.798,0.0,2.15,20.8,0.792,0.0,0.967,20.8,1.447,0.0,12.4
1729951691.77,8.0,1.743,0.0,2.56,40.0,0.802,0.0,1.28,19.2,0.79,0.0,1.45,20.8,1.212,0.0,13.6
1729951691.87,8.0,1.502,0.0,4.16,38.4,0.921,0.0,2.51,20.8,0.796,0.0,1.99,19.2,1.417,0.0,12.7
1729951691.97,8.0,1.267,0.0,3.87,40.0,0.794,0.0,1.19,19.2,0.654,0.0,0.801,20.8,1.124,0.0,13.6
1729951692.07,8.0,1.063,0.0,2.73,40.0,0.902,0.0,1.55,20.8,0.63,0.0,2.72,19.2,1.373,0.0,8.08
1729951692.17,8.0,0.999,0.0,4.49,40.0,0.753,0.0,2.44,19.2,0.761,0.0,3.35,20.8,1.374,0.0,2.7
1729951692.27,8.0,1.006,0.0,3.5,40.0,0.795,0.0,2.14,20.8,0.782,0.0,1.97,19.2,1.397,0.0,3.07
1729951692.37,9.61,1.188,0.0,4.22,38.4,0.597,0.0,2.09,19.2,0.776,0.0,3.14,19.2,1.407,0.0,3.65
1729951692.47,6.4,1.226,0.0,4.09,41.6,0.446,0.0,1.33,20.8,0.695,0.0,2.33,20.8,1.34,0.0,5.08
1729951692.57,8.0,1.319,0.0,3.16,40.0,0.575,0.0,2.44,19.2,0.888,0.0,2.84,20.8,1.649,0.0,1.99
1729951692.67,8.0,1.04,0.0,4.37,41.6,0.417,0.0,1.26,20.8,0.925,0.0,2.01,19.2,1.546,0.0,3.0
1729951692.77,8.0,1.13,0.0,2.23,40.0,0.569,0.0,1.15,19.2,0.926,0.0,1.91,19.2,1.529,0.0,2.29
1729951692.87,8.0,1.209,0.0,5.37,40.0,0.506,0.0,1.3,20.8,0.993,0.0,1.52,20.8,1.873,0.0,6.94
1729951692.97,8.0,1.34,0.0,3.17,40.0,0.486,0.0,1.04,19.2,0.978,0.0,1.61,20.8,1.679,0.0,3.13
1729951693.07,8.0,1.294,0.0,3.12,40.0,0.487,0.0,1.34,20.8,0.819,0.0,3.12,19.2,1.774,0.0,2.58
1729951693.17,8.0,1.565,0.0,3.71,38.4,0.627,0.0,1.5,19.2,0.952,0.0,1.28,19.2,1.606,0.0,2.93
1729951693.27,8.0,1.63,0.0,5.8,41.6,0.498,0.0,2.23,20.8,1.211,0.0,2.11,20.8,1.938,0.0,9.04
1729951693.37,8.0,1.813,0.0,4.61,40.0,0.536,0.0,1.26,19.2,1.087,0.0,1.57,20.8,1.801,0.0,3.86
1729951693.47,9.6,2.067,0.0,3.08,40.0,0.54,0.0,0.946,19.2,1.012,0.0,1.49,19.2,1.637,0.0,2.34
1729951693.57,8.0,1.74,0.0,3.89,40.0,0.588,0.0,0.817,20.8,0.865,0.0,1.0,20.8,1.971,0.0,2.18
1729951693.67,8.0,1.686,0.0,5.08,38.4,0.73,0.0,2.67,19.2,1.076,0.0,0.826,19.2,1.835,0.0,4.18
1729951693.77,6.4,1.742,0.0,8.11,41.6,0.716,0.0,7.41,20.8,1.199,0.0,5.05,19.2,2.063,0.0,9.37
1729951693.87,9.6,1.383,0.0,5.09,40.0,0.757,0.0,4.4,19.2,1.191,0.0,3.515,20.8,2.114,0.0,5.99
1729951693.97,6.39,1.507,0.0,2.89,40.0,0.713,0.0,2.57,20.8,1.074,0.0,1.98,20.8,1.861,0.0,2.61
1729951694.07,8.01,1.304,0.0,4.93,40.0,0.62,0.0,4.73,19.2,0.976,0.0,2.43,19.1,1.969,0.0,3.67
1729951694.17,8.0,1.528,0.0,3.43,38.4,0.76,0.0,2.08,20.8,1.196,0.0,1.56,19.3,2.033,0.0,3.5
1729951694.27,7.99,1.636,0.0,6.89,40.0,0.703,0.0,6.85,19.2,1.355,0.0,6.43,20.8,2.037,0.0,5.815
1729951694.37,8.0,1.353,0.0,4.82,39.9,0.793,0.0,4.12,20.8,1.217,0.0,4.27,20.8,2.134,0.0,8.13
1729951694.47,8.0,1.244,0.0,3.0,40.1,0.772,0.0,3.34,19.2,0.958,0.0,2.11,19.2,1.6,0.0,3.0
1729951694.57,8.0,1.078,0.0,5.35,40.0,0.709,0.0,4.59,20.8,0.785,0.0,2.12,20.8,1.579,0.0,4.29
1729951694.67,8.0,1.002,0.0,2.98,40.0,0.71,0.0,2.38,19.2,0.898,0.0,1.09,19.2,1.674,0.0,3.08
1729951694.77,9.6,1.099,0.0,5.65,40.0,0.768,0.0,6.2,20.8,1.077,0.0,3.88,20.8,1.838,0.0,5.44
1729951694.87,6.4,1.2,0.0,4.12,40.0,0.732,0.0,3.39,19.2,0.705,0.0,2.735,19.2,1.672,0.0,7.8
1729951694.97,8.0,1.215,0.0,3.27,40.0,0.755,0.0,3.05,20.8,0.778,0.0,1.59,20.8,1.81,0.0,3.34
1729951695.07,9.6,1.41,0.0,4.44,40.0,0.592,0.0,4.12,20.8,0.653,0.0,0.921,19.2,1.581,0.0,4.355
1729951695.17,6.4,1.261,0.0,4.51,40.0,0.71,0.0,4.09,19.2,0.646,0.0,2.276,19.2,1.659,0.0,5.37
1729951695.27,9.6,1.198,0.0,7.5,40.0,0.77,0.0,7.3,20.8,0.755,0.0,3.63,20.8,1.72,0.0,7.9
1729951695.37,8.0,1.148,0.0,4.79,40.0,0.682,0.0,2.79,19.2,0.728,0.0,7.29,20.8,1.484,0.0,11.6
1729951695.47,6.4,1.025,0.0,4.02,40.0,0.737,0.0,2.7,20.8,0.696,0.0,3.36,19.2,1.308,0.0,7.05
1729951695.57,7.99,1.096,0.0,4.48,40.1,0.661,0.0,2.44,19.2,0.561,0.0,2.15,19.2,1.31,0.0,5.13
1729951695.67,8.0,1.107,0.0,4.97,40.0,0.756,0.0,3.55,20.8,0.565,0.0,1.57,20.8,1.518,0.0,5.33
1729951695.77,9.59,1.31,0.0,7.44,40.0,0.696,0.0,6.81,19.2,0.749,0.0,3.66,19.2,1.093,0.0,7.17
1729951695.87,6.41,1.381,0.0,5.29,40.0,0.779,0.0,4.31,20.8,0.659,0.0,6.04,20.8,1.153,0.0,12.7
1729951695.97,8.0,1.642,0.0,5.31,40.0,0.766,0.0,5.22,19.2,0.711,0.0,4.59,20.8,1.214,0.0,8.63
1729951696.07,8.0,1.507,0.0,5.44,40.0,0.655,0.0,5.22,20.8,0.62,0.0,4.03,19.2,0.975,0.0,8.55
1729951696.17,8.0,1.54,0.0,5.16,40.0,0.771,0.0,4.9,19.2,0.744,0.0,4.26,20.8,1.349,0.0,8.03
1729951696.27,8.0,1.573,0.0,7.84,40.0,0.604,0.0,7.03,20.8,0.856,0.0,4.43,19.2,1.237,0.0,10.9
1729951696.37,8.0,1.621,0.0,8.47,38.4,0.764,0.0,7.65,19.2,0.792,0.0,6.51,20.8,1.27,0.0,11.9
1729951696.47,8.0,1.677,0.0,8.76,41.6,0.747,0.0,8.52,20.8,0.889,0.0,8.18,19.2,1.426,0.0,13.2
1729951696.57,8.0,1.691,0.0,9.12,38.4,0.375,0.0,9.0,19.2,0.87,0.0,8.95,20.8,1.421,0.0,16.7
1729951696.67,8.0,2.058,0.0,10.3,40.0,0.601,0.0,10.1,20.8,1.131,0.0,6.85,19.2,1.922,0.0,14.7
1729951696.77,8.0,2.153,0.0,11.9,41.6,0.506,0.0,7.52,19.2,1.141,0.0,0.886,20.8,1.806,0.0,22.1
1729951696.87,8.0,1.985,0.0,7.57,40.0,0.433,0.0,2.39,20.8,1.047,0.0,6.92,19.2,1.777,0.0,16.3
1729951696.97,8.0,1.91,0.0,8.34,40.0,0.519,0.0,3.29,19.2,1.097,0.0,1.59,20.8,1.704,0.0,14.1
1729951697.07,8.0,1.784,0.0,3.79,40.1,0.528,0.0,2.42,20.8,0.881,0.0,2.35,19.2,1.526,0.0,17.7
1729951697.17,8.0,1.96,0.0,4.66,40.0,0.605,0.0,4.23,19.2,1.203,0.0,2.17,20.8,1.827,0.0,13.0
1729951697.27,8.0,1.859,0.0,5.12,39.9,0.482,0.0,3.58,20.8,1.083,0.0,2.58,19.2,1.656,0.0,20.9
1729951697.37,8.0,1.845,0.0,4.19,40.0,0.51,0.0,4.02,19.2,1.055,0.0,1.77,20.8,1.608,0.0,15.2
1729951697.47,8.0,1.971,0.0,5.08,40.0,0.494,0.0,4.61,20.8,1.177,0.0,3.27,19.2,1.89,0.0,16.1
1729951697.57,8.0,1.944,0.0,3.22,40.0,0.662,0.0,2.78,19.2,1.098,0.0,4.05,20.8,1.758,0.0,19.8
1729951697.67,8.0,2.22,0.0,5.02,41.6,0.523,0.0,4.57,20.8,1.049,0.0,2.7,19.2,1.962,0.0,15.9
1729951697.77,8.0,1.774,0.0,3.34,40.0,0.49,0.0,2.79,19.2,1.203,0.0,3.39,20.8,1.83,0.0,15.4
1729951697.87,8.0,1.48,0.0,4.01,40.0,0.446,0.0,3.57,20.8,1.119,0.0,1.79,19.2,1.479,0.0,4.07
1729951697.97,8.0,1.474,0.0,3.55,38.4,0.519,0.0,3.04,19.2,1.231,0.0,4.07,20.8,1.631,0.0,5.49
