Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay
1729951599.97,20.8,1.73,0.0,3.2,40.0,0.749,0.0,2.1,8.0,2.263,0.0,7.92,19.2,0.878,0.0,2.13
1729951600.07,19.2,1.656,0.0,2.29,40.0,0.757,0.0,2.57,7.99,2.265,0.0,12.9,20.8,0.73,0.0,7.18
1729951600.17,19.2,1.694,0.0,2.45,38.4,0.886,0.0,2.04,8.0,2.562,0.0,11.0,19.2,0.771,0.0,5.68
1729951600.27,20.8,1.495,0.0,6.3,41.6,0.959,0.0,1.82,8.0,2.555,0.0,17.7,20.8,1.028,0.0,9.22
1729951600.37,20.8,1.353,0.0,4.86,38.4,0.969,0.0,2.7,9.6,2.463,0.0,10.3,19.2,1.027,0.0,5.42
1729951600.47,19.2,1.549,0.0,2.81,41.6,0.759,0.0,1.84,6.4,2.545,0.0,10.6,20.8,0.882,0.0,6.16
1729951600.57,19.2,1.597,0.0,1.78,38.4,0.726,0.0,2.08,8.01,2.662,0.0,10.4,19.2,0.829,0.0,5.69
1729951600.67,19.2,1.621,0.0,3.47,41.6,1.0,0.0,2.0,8.0,3.079,0.0,13.4,20.8,0.945,0.0,7.69
1729951600.77,20.8,1.858,0.0,8.03,40.0,1.07,0.0,1.69,8.01,3.057,0.0,22.9,19.2,1.134,0.0,11.3
1729951600.87,20.8,1.691,0.0,8.56,38.4,1.069,0.0,2.85,8.0,3.122,0.0,17.1,19.2,1.054,0.0,8.65
1729951600.97,19.2,1.74,0.0,5.8,41.6,0.901,0.0,1.91,8.0,3.205,0.0,19.2,20.8,1.003,0.0,10.0
1729951601.07,19.2,1.801,0.0,5.46,40.0,0.971,0.0,2.05,9.6,3.157,0.0,11.555,20.8,0.974,0.0,9.72
1729951601.17,20.8,2.078,0.0,6.31,40.0,0.913,0.0,2.2,6.4,3.504,0.0,3.91,19.2,0.915,0.0,10.9
1729951601.27,20.8,1.99,0.0,5.27,40.0,1.127,0.0,1.64,9.6,3.239,0.0,1.68,20.8,1.118,0.0,10.1
1729951601.37,19.2,1.725,0.0,9.55,38.4,0.972,0.0,3.22,8.0,3.092,0.0,3.08,19.2,1.066,0.0,12.3
1729951601.47,19.2,1.437,0.0,4.87,41.6,1.099,0.0,1.92,6.4,3.1,0.0,2.5,20.8,1.058,0.0,10.8
1729951601.57,20.8,1.305,0.0,4.35,38.4,1.072,0.0,2.81,9.6,2.797,0.0,1.92,19.2,0.975,0.0,10.3
1729951601.67,20.8,1.523,0.0,4.73,41.6,1.081,0.0,2.85,6.4,2.858,0.0,2.53,20.8,0.856,0.0,7.92
1729951601.77,20.8,1.363,0.0,3.0,38.4,1.188,0.0,2.0,8.01,3.097,0.0,2.4,19.2,1.07,0.0,3.57
1729951601.87,19.2,1.111,0.0,4.71,41.6,1.113,0.0,2.71,8.0,2.97,0.0,2.05,20.8,1.007,0.0,2.67
1729951601.97,20.8,1.041,0.0,4.11,40.0,1.316,0.0,1.79,9.6,2.96,0.0,3.16,19.2,1.124,0.0,3.2
1729951602.07,19.2,1.191,0.0,5.0,40.0,0.976,0.0,2.62,7.99,3.08,0.0,1.85,20.8,0.928,0.0,2.87
1729951602.17,20.8,1.335,0.0,6.05,40.0,1.162,0.0,2.84,8.0,3.052,0.0,3.68,19.2,0.839,0.0,2.31
1729951602.27,19.2,1.119,0.0,6.95,40.0,1.222,0.0,1.8,8.01,2.504,0.0,2.52,20.8,1.125,0.0,5.0
1729951602.37,20.8,1.217,0.0,6.6,40.0,1.102,0.0,7.65,7.99,2.118,0.0,2.77,19.2,1.028,0.0,1.87
1729951602.47,19.2,1.076,0.0,6.83,40.0,1.447,0.0,2.36,8.0,1.98,0.0,3.02,19.2,1.102,0.0,3.13
1729951602.57,20.8,1.439,0.0,8.15,38.4,1.247,0.0,2.03,8.0,1.915,0.0,1.97,20.8,0.951,0.0,1.26
1729951602.67,19.2,1.429,0.0,8.77,40.0,1.384,0.0,2.49,8.0,1.978,0.0,2.75,19.2,1.03,0.0,2.15
1729951602.77,20.8,1.174,0.0,9.87,40.0,1.2,0.0,1.88,8.0,2.15,0.0,1.72,20.8,1.17,0.0,3.9
1729951602.87,19.2,1.222,0.0,9.87,40.0,1.323,0.0,4.46,8.0,2.362,0.0,2.57,19.2,1.037,0.0,1.27
1729951602.97,20.8,1.143,0.0,9.71,38.4,1.186,0.0,1.66,7.99,2.127,0.0,2.05,20.8,1.078,0.0,1.42
1729951603.07,19.2,1.842,0.0,11.3,40.0,1.26,0.0,2.87,8.0,2.18,0.0,1.91,19.2,0.861,0.0,1.92
1729951603.17,20.8,1.767,0.0,12.5,40.0,0.916,0.0,2.05,8.0,2.316,0.0,2.49,20.8,0.849,0.0,4.0
1729951603.27,19.2,1.417,0.0,13.8,41.6,0.894,0.0,1.88,8.01,2.085,0.0,1.56,19.2,0.906,0.0,1.02
1729951603.37,20.8,1.298,0.0,8.09,40.0,0.909,0.0,2.87,7.99,2.558,0.0,3.23,20.8,0.919,0.0,3.04
1729951603.47,19.2,1.3,0.0,2.03,41.6,0.809,0.0,2.14,8.0,2.631,0.0,2.32,19.2,0.935,0.0,1.19
1729951603.57,20.8,1.737,0.0,2.49,40.0,0.839,0.0,2.72,8.0,3.15,0.0,1.72,20.8,0.995,0.0,2.34
1729951603.67,19.2,1.729,0.0,2.18,40.0,0.824,0.0,1.93,8.0,3.276,0.0,3.12,20.8,0.947,0.0,5.19
1729951603.77,20.8,1.508,0.0,1.73,38.4,0.943,0.0,4.75,8.0,3.254,0.0,1.92,19.2,0.869,0.0,2.0
1729951603.87,20.8,1.317,0.0,2.99,41.6,0.921,0.0,2.74,6.4,2.722,0.0,3.84,20.8,0.971,0.0,2.35
1729951603.97,19.2,1.295,0.0,1.9,38.4,0.883,0.0,1.84,8.0,2.31,0.0,3.12,19.2,1.008,0.0,2.7
1729951604.07,19.2,1.8,0.0,3.1,41.6,1.152,0.0,2.33,8.0,2.309,0.0,2.43,19.2,1.189,0.0,3.31
1729951604.17,20.8,1.737,0.0,1.81,40.0,0.986,0.0,3.03,8.0,2.258,0.0,2.75,20.8,1.017,0.0,6.16
1729951604.27,19.2,1.528,0.0,2.2,40.0,0.962,0.0,2.09,8.0,1.971,0.0,3.05,20.8,0.834,0.0,3.66
1729951604.37,20.8,1.381,0.0,2.02,40.0,0.778,0.0,3.19,8.0,2.108,0.0,5.0,19.2,0.954,0.0,3.69
1729951604.47,19.2,1.352,0.0,1.73,40.0,1.02,0.0,1.76,8.0,2.007,0.0,2.5,20.8,0.978,0.0,2.62
1729951604.57,20.8,1.785,0.0,3.02,40.0,1.164,0.0,3.56,8.0,2.576,0.0,4.17,19.2,1.064,0.0,3.42
1729951604.67,20.8,1.652,0.0,1.79,40.0,0.875,0.0,2.97,9.6,2.579,0.0,7.66,20.8,0.906,0.0,5.67
1729951604.77,19.2,1.487,0.0,3.1,40.0,1.176,0.0,4.58,8.01,2.419,0.0,3.22,19.2,0.82,0.0,2.81
1729951604.87,20.8,1.5,0.0,2.48,40.0,0.821,0.0,3.08,7.99,1.883,0.0,4.3,20.8,1.037,0.0,3.54
1729951604.97,19.2,1.308,0.0,2.28,40.0,1.067,0.0,1.97,8.01,1.829,0.0,2.34,19.2,0.901,0.0,1.96
1729951605.07,20.8,1.714,0.0,3.07,40.0,1.127,0.0,7.66,8.0,1.795,0.0,4.28,19.2,0.967,0.0,3.8
1729951605.17,19.2,1.67,0.0,1.95,40.0,1.156,0.0,4.89,8.0,1.875,0.0,8.4,20.8,0.796,0.0,4.35
1729951605.27,19.2,1.663,0.0,4.18,40.0,1.307,0.0,7.03,8.0,1.981,0.0,4.2,19.2,0.832,0.0,2.7
1729951605.37,20.8,1.437,0.0,2.02,40.0,0.873,0.0,8.64,8.0,2.079,0.0,3.53,20.8,0.989,0.0,2.56
1729951605.47,19.2,1.236,0.0,3.56,40.0,1.256,0.0,8.89,8.0,2.432,0.0,4.01,19.2,0.999,0.0,2.23
1729951605.57,19.2,1.543,0.0,3.2,38.4,1.141,0.0,8.98,8.0,2.313,0.0,5.31,20.8,0.878,0.0,3.09
1729951605.67,20.8,1.497,0.0,3.46,40.0,1.213,0.0,10.7,6.4,2.288,0.0,10.6,19.2,0.861,0.0,5.6
1729951605.77,19.2,1.262,0.0,3.18,40.0,0.955,0.0,13.2,9.6,2.166,0.0,8.53,20.8,0.696,0.0,5.34
1729951605.87,20.8,1.127,0.0,4.25,40.0,0.95,0.0,12.9,6.4,2.246,0.0,9.44,19.2,0.916,0.0,5.24
1729951605.97,20.8,0.996,0.0,3.55,40.0,1.104,0.0,10.0,9.6,2.236,0.0,8.42,20.8,1.139,0.0,4.54
1729951606.07,19.2,1.307,0.0,2.07,36.8,0.928,0.0,1.91,6.4,2.624,0.0,8.9,19.2,0.913,0.0,4.84
1729951606.17,20.8,1.47,0.0,7.89,41.6,1.134,0.0,1.91,8.0,2.932,0.0,19.3,19.2,0.872,0.0,9.11
1729951606.27,20.8,1.323,0.0,3.1,40.0,0.89,0.0,3.19,8.0,3.046,0.0,14.4,20.8,0.831,0.0,7.79
1729951606.37,19.2,1.304,0.0,5.51,40.0,0.972,0.0,1.77,8.0,2.936,0.0,12.0,20.8,0.99,0.0,6.38
1729951606.47,20.8,1.141,0.0,2.68,40.0,1.153,0.0,2.07,8.0,2.987,0.0,13.0,19.2,1.174,0.0,6.47
1729951606.57,19.2,1.299,0.0,3.68,38.4,1.15,0.0,2.06,9.59,3.053,0.0,13.6,19.2,0.986,0.0,7.35
1729951606.67,20.8,1.299,0.0,3.3,39.9,0.97,0.0,1.79,8.0,3.263,0.0,15.0,20.8,0.894,0.0,8.22
1729951606.77,19.2,1.41,0.0,4.79,40.0,1.102,0.0,2.87,6.4,3.35,0.0,17.8,19.2,0.852,0.0,9.0
1729951606.87,20.8,1.67,0.0,9.75,40.0,1.219,0.0,1.65,9.6,3.617,0.0,20.7,20.8,0.987,0.0,9.95
1729951606.97,19.2,1.547,0.0,4.86,40.0,1.431,0.0,2.52,8.0,3.815,0.0,17.0,19.2,1.082,0.0,9.75
1729951607.07,20.8,1.482,0.0,5.64,40.0,1.454,0.0,2.47,8.0,3.93,0.0,2.8,20.8,1.074,0.0,10.0
1729951607.17,19.2,1.579,0.0,3.04,40.0,1.043,0.0,2.15,6.4,3.983,0.0,2.42,19.2,0.788,0.0,10.8
1729951607.27,20.8,1.475,0.0,7.09,40.0,0.704,0.0,3.22,9.6,3.534,0.0,3.51,20.8,0.75,0.0,7.67
1729951607.37,19.2,1.431,0.0,1.85,41.6,1.028,0.0,1.75,8.0,3.188,0.0,1.83,19.2,0.682,0.0,8.01
1729951607.47,20.7,1.557,0.0,3.09,40.0,0.958,0.0,3.65,8.0,3.17,0.0,2.68,20.8,0.953,0.0,4.19
1729951607.57,19.2,1.303,0.0,2.37,41.6,0.951,0.0,2.61,8.0,3.041,0.0,1.82,20.8,0.914,0.0,4.16
1729951607.67,20.8,1.323,0.0,3.38,40.0,0.794,0.0,2.71,6.4,2.739,0.0,2.68,19.2,0.803,0.0,3.68
1729951607.77,19.2,1.263,0.0,8.2,40.0,0.806,0.0,2.88,9.6,2.834,0.0,2.83,20.8,0.75,0.0,4.02
1729951607.87,20.8,1.276,0.0,2.34,40.0,0.803,0.0,2.08,6.4,2.608,0.0,1.91,19.2,0.714,0.0,4.17
1729951607.97,19.2,1.363,0.0,3.17,40.0,1.018,0.0,5.2,8.0,2.795,0.0,4.57,20.8,0.844,0.0,3.03
1729951608.07,20.8,1.365,0.0,5.36,40.0,0.746,0.0,1.86,8.0,2.521,0.0,3.53,19.2,0.772,0.0,5.08
1729951608.17,19.2,1.715,0.0,4.69,40.1,0.896,0.0,2.15,8.0,2.104,0.0,3.95,20.8,0.81,0.0,3.69
1729951608.27,20.8,1.51,0.0,9.54,40.0,0.893,0.0,2.21,8.0,1.989,0.0,4.16,19.2,0.822,0.0,5.0
1729951608.37,19.2,1.728,0.0,4.69,40.0,1.004,0.0,2.29,8.0,1.719,0.0,3.24,20.8,0.805,0.0,3.42
1729951608.47,20.8,1.36,0.0,5.22,40.0,0.957,0.0,5.55,8.0,1.478,0.0,5.47,19.2,0.803,0.0,4.31
1729951608.57,19.2,1.413,0.0,7.085,40.0,0.894,0.0,1.76,8.0,1.542,0.0,2.7,20.8,0.898,0.0,4.28
1729951608.67,20.8,1.561,0.0,8.95,40.0,0.932,0.0,2.77,8.0,1.692,0.0,6.23,19.2,0.723,0.0,4.32
1729951608.77,19.2,1.885,0.0,10.1,40.0,1.026,0.0,2.02,8.01,1.928,0.0,2.51,20.7,0.796,0.0,4.66
1729951608.87,20.8,1.671,0.0,10.8,40.0,0.945,0.0,3.57,7.99,2.184,0.0,4.27,19.2,0.739,0.0,3.9
1729951608.97,19.2,1.557,0.0,9.81,40.0,0.757,0.0,1.94,9.6,2.227,0.0,3.69,20.8,0.975,0.0,3.99
1729951609.07,20.8,1.714,0.0,11.605,40.0,1.126,0.0,1.94,6.41,2.361,0.0,2.1,19.2,1.063,0.0,3.74
1729951609.17,19.2,1.874,0.0,13.4,40.0,0.805,0.0,3.05,9.6,2.309,0.0,4.94,20.8,0.933,0.0,4.26
1729951609.27,20.8,1.858,0.0,13.8,40.0,1.053,0.0,2.09,8.0,2.434,0.0,2.56,19.2,0.896,0.0,4.3
1729951609.37,19.2,1.721,0.0,12.3,40.0,0.753,0.0,2.94,8.0,2.617,0.0,4.82,20.8,0.703,0.0,3.2
1729951609.47,19.2,1.831,0.0,2.34,40.0,0.888,0.0,2.23,8.01,2.544,0.0,6.2,20.8,1.026,0.0,4.59
1729951609.57,20.8,1.968,0.0,2.8,40.0,1.073,0.0,2.43,6.4,3.065,0.0,2.54,19.2,1.192,0.0,3.4
1729951609.67,19.2,2.059,0.0,3.26,40.0,1.14,0.0,2.14,9.6,3.128,0.0,6.14,20.8,1.091,0.0,4.77
1729951609.77,20.8,2.288,0.0,1.91,40.0,1.255,0.0,1.74,8.0,3.5,0.0,2.97,19.2,0.996,0.0,4.62
1729951609.87,17.6,1.623,0.0,1.83,40.0,0.902,0.0,2.89,6.4,2.948,0.0,5.69,20.8,0.802,0.0,3.99
1729951609.97,22.4,1.871,0.0,2.23,41.6,1.166,0.0,2.03,9.6,2.793,0.0,5.09,19.2,1.093,0.0,5.18
1729951610.07,19.2,1.551,0.0,2.607,40.0,1.003,0.0,3.18,6.4,2.565,0.0,2.98,20.8,1.089,0.0,3.33
1729951610.17,19.2,1.438,0.0,2.983,40.0,1.107,0.0,1.95,9.61,2.666,0.0,2.78,19.2,1.139,0.0,4.7
1729951610.27,20.8,1.624,0.0,3.36,40.0,1.066,0.0,2.85,6.38,2.675,0.0,3.39,20.8,0.996,0.0,4.73
1729951610.37,20.8,1.387,0.0,1.96,40.0,1.087,0.0,2.31,8.02,2.942,0.0,5.0,19.2,0.927,0.0,4.71
1729951610.47,20.8,1.6,0.0,2.66,40.0,1.093,0.0,2.1,8.01,3.056,0.0,2.04,20.8,1.154,0.0,5.3
1729951610.57,19.2,1.597,0.0,2.56,40.0,1.176,0.0,3.18,7.99,3.274,0.0,4.28,19.2,1.304,0.0,3.91
1729951610.67,20.8,1.337,0.0,4.24,40.0,1.422,0.0,1.85,8.0,2.739,0.0,1.96,20.8,1.211,0.0,4.67
1729951610.77,19.2,1.525,0.0,2.86,38.4,1.447,0.0,3.53,8.01,2.334,0.0,3.3,19.2,1.169,0.0,4.28
1729951610.87,20.8,1.478,0.0,1.74,41.6,1.39,0.0,4.075,8.0,2.019,0.0,2.13,19.2,1.18,0.0,4.41
1729951610.97,19.2,1.536,0.0,3.01,40.0,1.056,0.0,4.62,7.99,1.77,0.0,2.47,20.8,1.232,0.0,4.62
1729951611.07,20.8,1.531,0.0,3.27,40.0,1.279,0.0,5.77,8.0,1.843,0.0,2.94,19.2,1.404,0.0,3.82
1729951611.17,19.2,1.445,0.0,6.19,38.4,1.54,0.0,6.48,8.0,2.212,0.0,2.08,20.8,1.276,0.0,4.32
1729951611.27,20.8,1.57,0.0,3.22,38.4,1.249,0.0,8.92,8.0,2.432,0.0,3.06,19.2,0.968,0.0,4.03
1729951611.37,19.2,1.595,0.0,2.53,40.0,1.265,0.0,10.36,8.0,2.759,0.0,3.09,20.8,0.919,0.0,4.59
1729951611.47,20.8,1.432,0.0,2.82,40.0,1.013,0.0,11.8,8.0,2.713,0.0,5.41,19.2,0.817,0.0,4.73
1729951611.57,19.2,1.539,0.0,5.05,40.0,1.009,0.0,11.1,8.0,2.473,0.0,3.92,19.2,0.687,0.0,4.965
1729951611.67,20.8,1.372,0.0,3.08,40.0,0.745,0.0,11.8,7.98,2.466,0.0,5.07,20.8,0.764,0.0,5.2
1729951611.77,19.2,1.526,0.0,2.0,40.0,0.583,0.0,12.5,8.02,2.379,0.0,9.72,20.8,0.694,0.0,6.44
1729951611.87,20.8,1.647,0.0,2.61,41.6,0.719,0.0,14.9,8.0,2.325,0.0,10.0,19.2,0.702,0.0,6.0
1729951611.97,19.2,1.64,0.0,2.98,41.6,0.628,0.0,3.19,8.0,2.328,0.0,10.7,20.8,0.645,0.0,6.295
1729951612.07,20.8,1.626,0.0,4.64,40.0,0.667,0.0,1.89,8.0,2.55,0.0,11.9,20.8,0.745,0.0,6.59
1729951612.17,19.2,1.498,0.0,2.94,40.0,0.637,0.0,2.42,8.0,2.865,0.0,13.8,19.2,0.799,0.0,6.955
1729951612.27,20.8,1.618,0.0,3.75,40.0,0.643,0.0,2.0,8.01,2.979,0.0,13.4,20.8,0.783,0.0,7.32
1729951612.37,19.2,1.607,0.0,3.09,38.4,0.825,0.0,2.4,8.0,2.617,0.0,15.9,19.2,0.757,0.0,8.01
1729951612.47,20.8,1.702,0.0,2.28,41.6,0.678,0.0,2.8,8.0,2.715,0.0,15.8,20.8,0.735,0.0,8.63
1729951612.57,19.2,1.979,0.0,5.33,40.0,0.712,0.0,1.88,8.0,2.979,0.0,20.0,19.2,0.816,0.0,8.42
1729951612.67,20.8,1.891,0.0,4.52,40.0,0.742,0.0,2.15,8.0,3.27,0.0,17.4,20.8,0.841,0.0,9.98
1729951612.77,19.2,1.673,0.0,5.94,40.0,0.691,0.0,2.0,8.0,3.267,0.0,7.54,19.2,0.842,0.0,10.5
1729951612.87,19.2,1.87,0.0,4.09,40.0,0.768,0.0,2.28,8.0,3.309,0.0,1.68,20.8,0.854,0.0,10.0
1729951612.97,20.8,1.99,0.0,7.57,40.0,0.824,0.0,2.56,8.0,3.295,0.0,3.44,19.2,1.004,0.0,11.0
1729951613.07,20.8,1.843,0.0,8.63,40.0,0.898,0.0,2.84,8.01,3.295,0.0,2.41,20.8,1.013,0.0,11.2
1729951613.17,19.2,1.791,0.0,2.23,40.0,0.744,0.0,1.94,7.9,3.328,0.0,3.53,19.2,0.883,0.0,8.52
1729951613.27,19.2,1.801,0.0,1.73,40.0,0.733,0.0,1.91,8.1,3.041,0.0,2.71,20.8,0.866,0.0,9.13
1729951613.37,20.8,1.768,0.0,2.63,40.0,0.767,0.0,1.88,7.99,2.908,0.0,2.3,19.2,0.879,0.0,4.57
1729951613.47,20.8,1.785,0.0,7.03,40.0,0.838,0.0,2.74,8.0,2.88,0.0,2.93,20.8,0.761,0.0,4.05
1729951613.57,19.2,1.7,0.0,5.79,40.0,0.76,0.0,2.91,8.0,2.785,0.0,3.58,19.2,0.838,0.0,3.53
1729951613.67,20.8,1.566,0.0,2.01,40.0,0.702,0.0,2.19,8.0,2.708,0.0,5.79,20.8,0.865,0.0,6.07
1729951613.77,19.2,1.749,0.0,3.57,40.0,0.836,0.0,3.22,8.0,2.776,0.0,3.57,19.2,0.943,0.0,6.29
1729951613.87,19.2,1.894,0.0,3.49,40.0,0.987,0.0,1.91,8.0,2.768,0.0,3.17,20.8,0.862,0.0,4.92
1729951613.97,20.8,1.858,0.0,8.23,40.0,0.912,0.0,3.58,8.0,3.066,0.0,4.76,19.2,0.969,0.0,4.47
1729951614.07,19.2,1.609,0.0,7.29,40.0,1.046,0.0,2.96,8.0,2.966,0.0,4.57,20.8,1.138,0.0,5.17
1729951614.17,19.2,1.405,0.0,2.9,40.0,0.92,0.0,2.65,8.0,2.973,0.0,10.6,19.2,0.994,0.0,5.39
1729951614.27,20.8,1.528,0.0,5.71,40.0,1.017,0.0,3.33,9.6,2.423,0.0,7.44,20.8,0.985,0.0,5.63
1729951614.37,19.2,1.341,0.0,6.2,40.0,0.948,0.0,1.83,8.0,2.337,0.0,6.1,19.2,0.867,0.0,5.72
1729951614.47,20.8,1.429,0.0,11.4,40.0,0.981,0.0,3.21,6.4,2.24,0.0,5.89,20.8,0.665,0.0,4.58
1729951614.57,20.8,1.51,0.0,8.39,40.0,1.001,0.0,1.9,8.0,2.09,0.0,7.995,19.2,0.97,0.0,5.19
1729951614.67,19.2,1.4,0.0,8.41,40.0,1.08,0.0,2.76,9.6,1.957,0.0,10.1,20.8,0.957,0.0,4.94
1729951614.77,20.8,1.392,0.0,9.11,40.0,1.23,0.0,2.18,8.0,2.19,0.0,7.28,19.2,1.181,0.0,5.2
1729951614.87,20.8,1.495,0.0,12.3,40.0,1.39,0.0,1.77,8.0,2.5,0.0,6.36,20.8,1.157,0.0,5.59
1729951614.97,19.2,1.771,0.0,14.0,40.0,1.298,0.0,2.8,6.4,2.373,0.0,7.29,19.2,1.153,0.0,4.15
1729951615.07,19.2,1.679,0.0,13.4,40.0,1.323,0.0,1.88,9.6,2.538,0.0,7.39,19.2,1.248,0.0,5.38
1729951615.17,20.8,1.585,0.0,14.3,40.0,1.533,0.0,1.98,8.0,2.098,0.0,7.49,20.8,1.309,0.0,5.29
1729951615.27,19.2,1.434,0.0,8.11,40.0,1.367,0.0,2.02,8.0,2.249,0.0,6.17,19.2,1.228,0.0,4.66
1729951615.37,20.8,1.566,0.0,2.02,38.4,1.266,0.0,1.72,8.0,2.354,0.0,7.0,20.8,1.08,0.0,4.7
1729951615.47,20.8,1.69,0.0,3.05,41.7,1.452,0.0,2.88,6.4,2.791,0.0,6.76,19.2,1.019,0.0,3.63
1729951615.57,19.2,1.566,0.0,1.81,38.4,1.285,0.0,1.94,9.6,2.988,0.0,7.037,20.8,1.236,0.0,4.82
1729951615.67,20.8,1.508,0.0,2.4,40.0,1.409,0.0,2.19,8.0,3.104,0.0,7.313,19.2,1.261,0.0,3.83
1729951615.77,17.6,1.351,0.0,1.92,40.0,1.28,0.0,2.07,8.0,2.476,0.0,7.59,20.8,1.139,0.0,4.11
1729951615.87,22.4,1.641,0.0,1.77,38.4,1.411,0.0,1.81,6.4,2.254,0.0,7.7,19.2,1.043,0.0,4.27
1729951615.97,19.2,1.599,0.0,2.78,40.0,1.1,0.0,2.88,9.6,1.856,0.0,8.17,20.8,0.941,0.0,4.04
1729951616.07,19.2,1.414,0.0,1.71,41.6,0.997,0.0,1.94,6.4,1.729,0.0,7.67,19.2,0.817,0.0,4.88
1729951616.17,20.8,1.461,0.0,2.04,40.0,1.023,0.0,3.19,8.0,1.802,0.0,6.15,20.8,0.997,0.0,3.06
1729951616.27,19.2,1.446,0.0,1.92,41.6,0.873,0.0,1.94,8.0,2.043,0.0,7.62,20.8,0.98,0.0,4.74
1729951616.37,20.8,1.724,0.0,1.69,40.0,0.926,0.0,3.44,8.0,2.386,0.0,6.67,19.2,1.067,0.0,3.23
1729951616.47,19.2,2.292,0.0,2.84,40.0,1.027,0.0,1.9,8.0,2.74,0.0,8.54,20.8,1.012,0.0,4.41
1729951616.57,20.8,1.832,0.0,4.19,40.0,0.993,0.0,1.99,9.6,3.015,0.0,7.25,19.2,0.915,0.0,4.12
1729951616.67,19.2,1.912,0.0,3.13,40.0,1.065,0.0,2.84,6.4,2.885,0.0,8.36,20.8,1.077,0.0,4.02
1729951616.77,20.8,1.759,0.0,1.98,40.0,1.16,0.0,1.8,8.0,2.598,0.0,9.05,19.2,1.152,0.0,5.2
1729951616.87,19.2,2.059,0.0,2.42,40.0,0.951,0.0,3.7,8.0,2.34,0.0,7.3,20.8,1.011,0.0,3.74
1729951616.97,20.8,2.148,0.0,2.2,40.0,1.415,0.0,3.95,8.01,2.046,0.0,8.17,19.2,1.033,0.0,5.16
1729951617.07,19.2,1.944,0.0,5.95,40.0,1.057,0.0,9.16,7.99,1.872,0.0,8.36,20.8,0.81,0.0,4.05
1729951617.17,20.8,2.167,0.0,3.41,40.0,1.34,0.0,9.41,8.0,2.536,0.0,9.0,19.2,1.292,0.0,4.9
1729951617.27,19.2,1.976,0.0,2.91,40.0,1.006,0.0,8.79,8.0,2.57,0.0,8.92,20.8,1.141,0.0,5.06
1729951617.37,19.2,2.039,0.0,3.14,40.0,1.111,0.0,9.32,8.0,2.991,0.0,8.14,19.2,1.085,0.0,3.7
1729951617.47,20.8,2.152,0.0,1.94,40.0,1.006,0.0,12.0,9.6,3.216,0.0,8.53,19.2,0.974,0.0,5.6
1729951617.57,19.2,1.796,0.0,5.47,40.0,1.003,0.0,17.1,8.0,2.851,0.0,13.4,20.8,0.852,0.0,7.6
1729951617.67,20.8,1.872,0.0,2.47,40.0,1.393,0.0,15.6,8.0,2.966,0.0,11.2,19.2,1.259,0.0,6.21
1729951617.77,20.8,1.482,0.0,8.03,40.0,0.966,0.0,12.6,8.0,2.535,0.0,9.3,20.8,1.123,0.0,5.05
1729951617.87,19.2,1.658,0.0,3.15,40.0,1.071,0.0,2.54,8.01,2.351,0.0,9.37,19.2,1.056,0.0,4.17
1729951617.97,19.2,1.627,0.0,2.37,38.4,1.059,0.0,1.87,7.99,2.417,0.0,10.2,20.8,0.889,0.0,5.78
1729951618.07,20.8,1.466,0.0,7.15,41.6,0.988,0.0,11.0,8.0,2.396,0.0,13.2,20.8,0.803,0.0,6.32
1729951618.17,19.2,1.635,0.0,1.94,38.4,1.188,0.0,2.22,8.0,2.934,0.0,12.4,19.2,1.044,0.0,6.47
1729951618.27,20.8,1.467,0.0,11.5,41.6,0.953,0.0,2.47,8.0,2.835,0.0,16.6,20.8,1.161,0.0,8.83
1729951618.37,19.2,1.783,0.0,2.56,38.4,1.017,0.0,2.04,8.0,2.892,0.0,13.7,19.2,0.892,0.0,6.51
1729951618.47,19.2,1.324,0.0,8.62,41.5,1.072,0.0,1.82,8.0,3.071,0.0,15.7,19.2,0.952,0.0,7.58
1729951618.57,20.8,1.465,0.0,6.12,36.8,1.122,0.0,5.41,8.01,3.587,0.0,17.9,20.8,1.039,0.0,7.93
1729951618.67,20.8,1.542,0.0,11.8,40.0,1.284,0.0,1.8,7.99,3.802,0.0,24.8,19.2,1.221,0.0,11.1
1729951618.77,20.8,1.415,0.0,11.6,41.6,1.25,0.0,2.96,8.01,3.694,0.0,21.6,20.8,1.208,0.0,9.49
1729951618.87,19.2,1.366,0.0,6.81,38.4,1.111,0.0,1.87,7.99,3.634,0.0,21.3,19.2,1.094,0.0,10.1
1729951618.97,20.8,1.419,0.0,10.2,41.6,1.162,0.0,1.64,8.0,3.635,0.0,16.5,20.8,1.149,0.0,1.18
1729951619.07,19.2,1.382,0.0,5.58,40.0,1.056,0.0,3.16,8.0,3.722,0.0,13.1,19.2,1.005,0.0,2.04
1729951619.17,20.8,1.474,0.0,5.32,38.4,1.113,0.0,2.01,8.0,3.619,0.0,17.4,20.8,1.066,0.0,2.84
1729951619.27,20.8,1.363,0.0,8.45,41.6,1.057,0.0,3.18,8.0,3.275,0.0,4.53,19.2,1.064,0.0,1.32
1729951619.37,19.2,1.354,0.0,3.7,38.4,1.239,0.0,2.01,8.0,3.306,0.0,6.66,19.2,1.037,0.0,1.5
